 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,31.633,253.570,0,255,8021.057,1898475
2,MaxProject,338.980,245.033,0,255,83061.307,19659480
3,MaxProject,5.814,255.000,255,255,1482.468,350880
4,MaxProject,3.988,255.000,255,255,1017.042,240720
5,MaxProject,2.780,255.000,255,255,708.913,167790
6,MaxProject,2.176,255.000,255,255,554.848,131325
7,MaxProject,280.878,251.302,0,255,70585.304,16706580
8,MaxProject,6.316,255.000,255,255,1610.676,381225
9,MaxProject,2.953,254.635,0,255,752.008,177990
10,MaxProject,2.197,255.000,255,255,560.235,132600
11,MaxProject,6.997,255.000,255,255,1784.133,422280
12,MaxProject,5.353,245.541,0,255,1314.398,311100
13,MaxProject,5.847,237.128,0,255,1386.582,328185
14,MaxProject,6.874,247.790,0,255,1703.330,403155
15,MaxProject,15.645,254.931,0,255,3988.442,944010
16,MaxProject,4.225,255.000,255,255,1077.375,255000
