0.000000000000000000e+00,3.720000000000000000e+02,1.880000000000000000e+03
0.000000000000000000e+00,4.210000000000000000e+02,1.298000000000000000e+03
0.000000000000000000e+00,8.700000000000000000e+02,1.173000000000000000e+03
0.000000000000000000e+00,9.840000000000000000e+02,6.330000000000000000e+02
0.000000000000000000e+00,1.895000000000000000e+03,7.410000000000000000e+02
5.000000000000000000e+00,6.500000000000000000e+02,1.342000000000000000e+03
6.000000000000000000e+00,1.900000000000000000e+02,9.810000000000000000e+02
6.000000000000000000e+00,4.020000000000000000e+02,1.140000000000000000e+03
6.000000000000000000e+00,1.180000000000000000e+03,1.883000000000000000e+03
7.000000000000000000e+00,8.300000000000000000e+01,7.810000000000000000e+02
7.000000000000000000e+00,1.950000000000000000e+02,9.560000000000000000e+02
7.000000000000000000e+00,3.230000000000000000e+02,3.490000000000000000e+02
7.000000000000000000e+00,3.910000000000000000e+02,4.180000000000000000e+02
7.000000000000000000e+00,6.120000000000000000e+02,3.680000000000000000e+02
7.000000000000000000e+00,8.850000000000000000e+02,5.650000000000000000e+02
7.000000000000000000e+00,1.512000000000000000e+03,1.636000000000000000e+03
7.000000000000000000e+00,1.581000000000000000e+03,3.490000000000000000e+02
8.000000000000000000e+00,9.900000000000000000e+01,7.910000000000000000e+02
8.000000000000000000e+00,1.920000000000000000e+02,2.720000000000000000e+02
8.000000000000000000e+00,1.960000000000000000e+02,1.534000000000000000e+03
8.000000000000000000e+00,1.970000000000000000e+02,3.090000000000000000e+02
8.000000000000000000e+00,3.880000000000000000e+02,4.270000000000000000e+02
8.000000000000000000e+00,4.710000000000000000e+02,6.920000000000000000e+02
8.000000000000000000e+00,5.550000000000000000e+02,3.940000000000000000e+02
8.000000000000000000e+00,5.570000000000000000e+02,4.420000000000000000e+02
8.000000000000000000e+00,5.590000000000000000e+02,4.380000000000000000e+02
8.000000000000000000e+00,6.770000000000000000e+02,3.110000000000000000e+02
8.000000000000000000e+00,8.230000000000000000e+02,1.580000000000000000e+02
8.000000000000000000e+00,9.200000000000000000e+02,1.620000000000000000e+02
8.000000000000000000e+00,1.181000000000000000e+03,8.360000000000000000e+02
8.000000000000000000e+00,1.193000000000000000e+03,3.200000000000000000e+02
8.000000000000000000e+00,1.381000000000000000e+03,8.330000000000000000e+02
9.000000000000000000e+00,1.080000000000000000e+02,2.500000000000000000e+01
9.000000000000000000e+00,2.800000000000000000e+02,3.360000000000000000e+02
9.000000000000000000e+00,2.810000000000000000e+02,3.490000000000000000e+02
9.000000000000000000e+00,4.510000000000000000e+02,4.560000000000000000e+02
9.000000000000000000e+00,6.220000000000000000e+02,3.280000000000000000e+02
9.000000000000000000e+00,6.820000000000000000e+02,1.317000000000000000e+03
9.000000000000000000e+00,6.960000000000000000e+02,2.890000000000000000e+02
9.000000000000000000e+00,7.140000000000000000e+02,3.030000000000000000e+02
9.000000000000000000e+00,9.150000000000000000e+02,2.740000000000000000e+02
9.000000000000000000e+00,1.212000000000000000e+03,1.358000000000000000e+03
9.000000000000000000e+00,1.838000000000000000e+03,6.730000000000000000e+02
1.000000000000000000e+01,1.210000000000000000e+02,8.900000000000000000e+01
1.000000000000000000e+01,3.360000000000000000e+02,4.300000000000000000e+01
1.000000000000000000e+01,4.920000000000000000e+02,9.440000000000000000e+02
1.000000000000000000e+01,6.210000000000000000e+02,4.380000000000000000e+02
1.000000000000000000e+01,9.900000000000000000e+02,3.490000000000000000e+02
1.000000000000000000e+01,1.133000000000000000e+03,3.300000000000000000e+02
1.100000000000000000e+01,1.000000000000000000e+02,7.750000000000000000e+02
1.100000000000000000e+01,3.200000000000000000e+02,3.580000000000000000e+02
1.200000000000000000e+01,5.300000000000000000e+02,1.107000000000000000e+03
1.200000000000000000e+01,8.750000000000000000e+02,1.103000000000000000e+03
1.300000000000000000e+01,9.050000000000000000e+02,2.710000000000000000e+02
1.300000000000000000e+01,1.045000000000000000e+03,7.120000000000000000e+02
1.300000000000000000e+01,1.114000000000000000e+03,1.467000000000000000e+03
1.300000000000000000e+01,1.157000000000000000e+03,2.790000000000000000e+02
1.400000000000000000e+01,6.430000000000000000e+02,1.432000000000000000e+03
