C1,C2,C3,C4,C5,C6,C7
63,1,328,583,-1.000,-1.000,-13223634
63,2,312,561,3.509,3.509,-13356509
63,3,312,561,0.000,0.000,-13422561
63,4,312,561,0.000,0.000,-13159130
63,5,312,561,0.000,0.000,-13289946
63,6,312,559,0.258,0.258,-12962010
63,7,310,559,0.258,0.258,-13092565
63,8,310,559,0.000,0.000,-13290713
63,9,310,559,0.000,0.000,-13355737
63,10,310,559,0.000,0.000,-13289944
63,11,310,559,0.000,0.000,-13026774
63,12,310,559,0.000,0.000,-13289948
63,13,310,561,0.258,0.258,-12960722
63,14,320,568,1.575,1.575,-13027292
63,15,318,573,0.695,0.695,-13092054
63,16,318,573,0.000,0.000,-13421534
63,17,320,573,0.258,0.258,-12500697
63,18,320,578,0.645,0.645,-13290199
63,19,320,578,0.000,0.000,-13093335
63,20,320,578,0.000,0.000,-13158362
63,21,315,576,0.695,0.695,-13421530
63,22,315,576,0.000,0.000,-13355226
63,23,315,576,0.000,0.000,-12960981
63,24,315,576,0.000,0.000,-12962010
63,25,315,578,0.258,0.258,-12960981
63,26,315,578,0.000,0.000,-13487323
63,27,315,578,0.000,0.000,-13421273
63,28,315,578,0.000,0.000,-13684444
63,29,311,569,1.271,1.271,-13618400
63,30,311,569,0.000,0.000,-13487323
63,31,311,569,0.000,0.000,-13552605
63,32,311,569,0.000,0.000,-13486814
63,33,311,569,0.000,0.000,-13224669
63,34,317,569,0.774,0.774,-13158879
63,35,316,573,0.532,0.532,-13421273
63,36,320,573,0.516,0.516,-12106966
63,37,320,577,0.516,0.516,-12763350
63,38,314,567,1.504,1.504,-13026774
63,39,316,561,0.816,0.816,-13290722
63,40,316,560,0.129,0.129,-11382725
63,41,314,560,0.258,0.258,-12172241
63,42,312,559,0.288,0.288,-12764369
63,43,323,555,1.510,1.510,-10790331
63,44,328,555,0.645,0.645,-12238036
63,45,329,553,0.288,0.288,-11908811
63,46,330,552,0.182,0.182,-13289944
63,47,328,550,0.365,0.365,-11579330
