C1,C2,C3,C4,C5,C6,C7
38,1,329,580,-1.000,-1.000,-12368341
38,2,358,562,4.403,4.403,-11185089
38,3,364,562,0.774,0.774,-12764118
38,4,374,564,1.316,1.316,-13092565
38,5,384,562,1.316,1.316,-12500430
38,6,384,562,0.000,0.000,-12303827
38,7,388,559,0.645,0.645,-8622008
38,8,394,558,0.785,0.785,-8688575
38,9,399,554,0.826,0.826,-8293817
38,10,407,553,1.040,1.040,-11255016
38,11,417,549,1.389,1.389,-7505329
38,12,425,548,1.040,1.040,-7898536
38,13,438,542,1.847,1.847,-12566991
38,14,444,538,0.930,0.930,-12238285
38,15,454,536,1.316,1.316,-12237256
38,16,458,532,0.730,0.730,-11645123
38,17,466,530,1.064,1.064,-7898536
38,18,475,526,1.271,1.271,-7176100
38,19,481,524,0.816,0.816,-7044516
38,20,488,520,1.040,1.040,-7307686
38,21,494,514,1.095,1.095,-7373733
38,22,502,512,1.064,1.064,-9738669
38,23,511,508,1.271,1.271,-12959944
38,24,519,500,1.459,1.459,-10920877
38,25,525,494,1.095,1.095,-12434635
38,26,529,488,0.930,0.930,-10921139
38,27,536,488,0.903,0.903,-10856121
38,28,537,482,0.785,0.785,-8818332
38,29,537,481,0.129,0.129,-8028313
38,30,535,480,0.288,0.288,-7699089
38,31,530,475,0.912,0.912,-10988990
38,32,528,469,0.816,0.816,-13619940
38,33,523,463,1.008,1.008,-12631757
38,34,521,459,0.577,0.577,-11843270
38,35,516,452,1.110,1.110,-12764372
38,36,512,445,1.040,1.040,-13093594
38,37,508,442,0.645,0.645,-12303819
38,38,504,437,0.826,0.826,-12566739
38,39,504,434,0.387,0.387,-12962012
38,40,499,431,0.752,0.752,-11119293
38,41,496,426,0.752,0.752,-9803695
38,42,490,420,1.095,1.095,-12565971
38,43,486,410,1.389,1.389,-7895951
38,44,484,409,0.288,0.288,-12896993
38,45,479,404,0.912,0.912,-8290458
38,46,472,406,0.939,0.939,-10526129
38,47,469,398,1.102,1.102,-13225184
