C1,C2,C3,C4,C5,C6,C7
57,1,328,581,-1.000,-1.000,-10790338
57,2,353,578,3.248,3.248,-13026515
57,3,352,578,0.129,0.129,-13158100
57,4,352,578,0.000,0.000,-13026261
57,5,353,578,0.129,0.129,-13026002
57,6,352,566,1.553,1.553,-13289686
57,7,352,566,0.000,0.000,-13223893
57,8,356,566,0.516,0.516,-13223894
57,9,356,566,0.000,0.000,-13026261
57,10,361,566,0.645,0.645,-12960468
57,11,363,566,0.258,0.258,-12960211
57,12,362,567,0.182,0.182,-13026514
57,13,343,587,3.559,3.559,-12894929
57,14,341,591,0.577,0.577,-12303304
57,15,341,591,0.000,0.000,-12171465
57,16,333,565,3.509,3.509,-11383495
57,17,327,555,1.504,1.504,-12697811
57,18,329,555,0.258,0.258,-11711430
57,19,331,549,0.816,0.816,-12764370
57,20,335,549,0.516,0.516,-12828884
57,21,333,545,0.577,0.577,-12369362
57,22,333,545,0.000,0.000,-11974088
57,23,333,541,0.516,0.516,-13355739
57,24,335,534,0.939,0.939,-12829648
57,25,335,534,0.000,0.000,-12698062
57,26,335,535,0.129,0.129,-12697809
57,27,335,534,0.129,0.129,-12368844
57,28,335,534,0.000,0.000,-10132658
57,29,336,528,0.785,0.785,-12697807
57,30,336,528,0.000,0.000,-12896219
57,31,336,528,0.000,0.000,-11711690
57,32,337,522,0.785,0.785,-12302799
57,33,338,519,0.408,0.408,-9213373
57,34,338,519,0.000,0.000,-8358066
57,35,317,542,4.018,4.018,-13026772
57,36,312,541,0.658,0.658,-12698579
57,37,311,541,0.129,0.129,-12894418
57,38,307,541,0.516,0.516,-12763089
57,39,306,535,0.785,0.785,-12631244
57,40,306,535,0.000,0.000,-12236998
57,41,303,535,0.387,0.387,-12632016
57,42,314,547,2.100,2.100,-12960722
57,43,328,557,2.219,2.219,-12040397
57,44,319,563,1.395,1.395,-12960462
57,45,319,563,0.000,0.000,-12828884
57,46,317,565,0.365,0.365,-13157847
57,47,317,571,0.774,0.774,-12894415
