C1,C2,C3,C4,C5,C6,C7
16,1,330,579,-1.000,-1.000,-12894926
16,2,314,587,2.308,2.308,-13289948
16,3,314,591,0.516,0.516,-13487574
16,4,314,596,0.645,0.645,-13355737
16,5,312,590,0.816,0.816,-13487574
16,6,305,587,0.982,0.982,-13355739
16,7,301,591,0.730,0.730,-13289946
16,8,301,595,0.516,0.516,-13092308
16,9,298,597,0.465,0.465,-12961748
16,10,297,603,0.785,0.785,-13421273
16,11,297,605,0.258,0.258,-13552858
16,12,294,609,0.645,0.645,-13158100
16,13,294,614,0.645,0.645,-13421272
16,14,296,617,0.465,0.465,-12632016
16,15,303,617,0.903,0.903,-13223893
16,16,306,620,0.547,0.547,-11776709
16,17,306,625,0.645,0.645,-13355218
16,18,305,627,0.288,0.288,-13026515
16,19,314,611,2.368,2.368,-13685474
16,20,321,608,0.982,0.982,-13487065
16,21,323,614,0.816,0.816,-13158358
16,22,327,615,0.532,0.532,-13355477
16,23,336,615,1.161,1.161,-13421013
16,24,341,615,0.645,0.645,-13223891
16,25,326,603,2.478,2.478,-10132652
16,26,328,598,0.695,0.695,-12566476
16,27,312,620,3.509,3.509,-12368844
16,28,312,627,0.903,0.903,-13158101
16,29,312,629,0.258,0.258,-12500430
16,30,312,630,0.129,0.129,-12632014
16,31,312,637,0.903,0.903,-11711684
16,32,316,643,0.930,0.930,-8030122
16,33,316,644,0.129,0.129,-7635624
16,34,321,649,0.912,0.912,-7767721
16,35,323,648,0.288,0.288,-8623550
16,36,326,650,0.465,0.465,-9742027
16,37,330,653,0.645,0.645,-8425401
16,38,333,656,0.547,0.547,-7372713
16,39,336,657,0.408,0.408,-8228022
16,40,338,659,0.365,0.365,-6779552
16,41,342,659,0.516,0.516,-7108771
16,42,346,659,0.516,0.516,-7503529
16,43,350,659,0.516,0.516,-6845599
16,44,354,657,0.577,0.577,-8819389
16,45,362,656,1.040,1.040,-7240614
16,46,365,653,0.547,0.547,-6977185
16,47,368,651,0.465,0.465,-7240355
