C1,C2,C3,C4,C5,C6,C7
34,1,328,585,-1.000,-1.000,-12368585
34,2,329,587,0.288,0.288,-11645637
34,3,328,588,0.182,0.182,-12895441
34,4,316,575,2.282,2.282,-12830163
34,5,320,577,0.577,0.577,-12369362
34,6,320,583,0.774,0.774,-12763602
34,7,318,584,0.288,0.288,-12829397
34,8,312,587,0.865,0.865,-12895190
34,9,308,589,0.577,0.577,-12828884
34,10,302,591,0.816,0.816,-12566223
34,11,296,595,0.930,0.930,-12829136
34,12,284,593,1.569,1.569,-12894929
34,13,276,595,1.064,1.064,-12368844
34,14,268,596,1.040,1.040,-9608636
34,15,274,582,1.965,1.965,-11645639
34,16,266,575,1.371,1.371,-8293041
34,17,262,568,1.040,1.040,-8096183
34,18,258,560,1.154,1.154,-7504816
34,19,252,554,1.095,1.095,-8293817
34,20,249,549,0.752,0.752,-9347020
34,21,244,540,1.328,1.328,-9939156
34,22,242,531,1.189,1.189,-8359606
34,23,232,526,1.442,1.442,-11317701
34,24,226,519,1.189,1.189,-10396085
34,25,220,512,1.189,1.189,-10856123
34,26,212,501,1.755,1.755,-11251392
34,27,209,493,1.102,1.102,-8491962
34,28,199,495,1.316,1.316,-11255266
34,29,192,491,1.040,1.040,-8162995
34,30,182,481,1.824,1.824,-8097202
34,31,175,478,0.982,0.982,-9082543
34,32,172,470,1.102,1.102,-10658742
34,33,164,457,1.969,1.969,-11382716
34,34,164,453,0.516,0.516,-11054015
34,35,156,480,3.633,3.633,-11447742
34,36,146,481,1.296,1.296,-11513533
34,37,138,483,1.064,1.064,-11778763
34,38,132,485,0.816,0.816,-9476523
34,39,126,485,0.774,0.774,-10724789
34,40,134,476,1.553,1.553,-8423584
34,41,128,467,1.395,1.395,-10002355
34,42,129,459,1.040,1.040,-12173524
34,43,122,477,2.491,2.491,-11777985
34,44,127,474,0.752,0.752,-11844299
34,45,127,483,1.161,1.161,-10922425
34,46,120,493,1.575,1.575,-11382202
34,47,118,496,0.465,0.465,-10987442
