C1,C2,C3,C4,C5,C6,C7
12,1,329,583,-1.000,-1.000,-12828876
12,2,308,589,2.817,2.817,-12368842
12,3,307,594,0.658,0.658,-13092308
12,4,301,594,0.774,0.774,-13289435
12,5,296,597,0.752,0.752,-12960981
12,6,291,603,1.008,1.008,-12895186
12,7,288,609,0.865,0.865,-13158100
12,8,283,610,0.658,0.658,-12895186
12,9,278,614,0.826,0.826,-13027290
12,10,275,619,0.752,0.752,-12043753
12,11,271,625,0.930,0.930,-8687803
12,12,265,630,1.008,1.008,-6714272
12,13,261,635,0.826,0.826,-8885441
12,14,257,643,1.154,1.154,-8359097
12,15,251,648,1.008,1.008,-9212078
12,16,245,654,1.095,1.095,-11908293
12,17,243,665,1.442,1.442,-12960209
12,18,237,667,0.816,0.816,-13157590
12,19,233,675,1.154,1.154,-12763343
12,20,235,686,1.442,1.442,-11973314
12,21,229,691,1.008,1.008,-8489390
12,22,225,701,1.389,1.389,-7175332
12,23,221,709,1.154,1.154,-7832494
12,24,220,717,1.040,1.040,-7569322
12,25,217,723,0.865,0.865,-8160939
12,26,212,730,1.110,1.110,-12433867
12,27,213,739,1.168,1.168,-13222866
12,28,213,747,1.032,1.032,-13090765
12,29,213,758,1.419,1.419,-10789040
12,30,211,763,0.695,0.695,-12039620
12,31,225,763,1.806,1.806,-13749208
12,32,230,769,1.008,1.008,-13289173
12,33,231,774,0.658,0.658,-13485785
12,34,235,779,0.826,0.826,-13749976
12,35,235,785,0.774,0.774,-13026004
12,36,241,773,1.731,1.731,-12104130
12,37,251,775,1.316,1.316,-13091025
12,38,257,781,1.095,1.095,-14143713
12,39,263,779,0.816,0.816,-13157590
12,40,273,781,1.316,1.316,-12564168
12,41,281,786,1.217,1.217,-11315384
12,42,291,787,1.296,1.296,-13815003
12,43,297,783,0.930,0.930,-13617111
12,44,299,791,1.064,1.064,-13683934
12,45,307,793,1.064,1.064,-12894416
12,46,316,794,1.168,1.168,-12039366
