C1,C2,C3,C4,C5,C6,C7
61,1,334,580,-1.000,-1.000,-8423598
61,2,326,555,3.386,3.386,-11842767
61,3,326,555,0.000,0.000,-11382475
61,4,326,554,0.129,0.129,-12567254
61,5,326,554,0.000,0.000,-12435668
61,6,326,554,0.000,0.000,-12370390
61,7,326,554,0.000,0.000,-12370643
61,8,326,554,0.000,0.000,-12830943
61,9,326,554,0.000,0.000,-12041425
61,10,326,554,0.000,0.000,-12238034
61,11,326,554,0.000,0.000,-11910352
61,12,325,553,0.182,0.182,-13159387
61,13,325,553,0.000,0.000,-13225180
61,14,325,553,0.000,0.000,-13356770
61,15,325,553,0.000,0.000,-13224929
61,16,325,553,0.000,0.000,-13554149
61,17,325,553,0.000,0.000,-13158876
61,18,325,553,0.000,0.000,-13356770
61,19,325,553,0.000,0.000,-13028055
61,20,325,553,0.000,0.000,-13027803
61,21,323,550,0.465,0.465,-13026515
61,22,323,550,0.000,0.000,-13224151
61,23,324,550,0.129,0.129,-12961748
61,24,324,550,0.000,0.000,-13092567
61,25,324,550,0.000,0.000,-13027025
61,26,324,550,0.000,0.000,-13158101
61,27,324,556,0.774,0.774,-10922696
61,28,325,553,0.408,0.408,-13422051
61,29,325,553,0.000,0.000,-13356768
61,30,324,555,0.288,0.288,-11316421
61,31,324,555,0.000,0.000,-11251143
61,32,324,555,0.000,0.000,-11447493
61,33,324,555,0.000,0.000,-11711692
61,34,324,555,0.000,0.000,-11711694
61,35,324,555,0.000,0.000,-11119555
61,36,324,555,0.000,0.000,-11580106
61,37,324,555,0.000,0.000,-11382725
61,38,321,555,0.387,0.387,-11777483
61,39,321,555,0.000,0.000,-12303569
61,40,321,555,0.000,0.000,-11250112
61,41,321,555,0.000,0.000,-10855354
61,42,319,556,0.288,0.288,-12894675
61,43,320,555,0.182,0.182,-12895190
61,44,320,555,0.000,0.000,-13157851
61,45,320,555,0.000,0.000,-12829397
61,46,320,556,0.129,0.129,-12960729
61,47,320,556,0.000,0.000,-13223902
