C1,C2,C3,C4,C5,C6,C7
67,1,324,580,-1.000,-1.000,-12697550
67,2,371,562,6.492,6.492,-12566221
67,3,377,575,1.847,1.847,-13158101
67,4,389,574,1.553,1.553,-13488101
67,5,397,568,1.290,1.290,-8096434
67,6,406,569,1.168,1.168,-7834291
67,7,416,566,1.347,1.347,-7767721
67,8,404,569,1.596,1.596,-7965618
67,9,395,586,2.481,2.481,-7766960
67,10,384,596,1.918,1.918,-12894164
67,11,383,603,0.912,0.912,-12632532
67,12,383,607,0.516,0.516,-13355490
67,13,389,614,1.189,1.189,-7635885
67,14,377,607,1.792,1.792,-13026002
67,15,367,596,1.918,1.918,-13289686
67,16,364,602,0.865,0.865,-13026514
67,17,361,602,0.387,0.387,-11316158
67,18,356,608,1.008,1.008,-12960208
67,19,375,606,2.465,2.465,-12829133
67,20,393,598,2.541,2.541,-7767471
67,21,397,602,0.730,0.730,-9018306
67,22,404,606,1.040,1.040,-7109541
67,23,407,612,0.865,0.865,-7175334
67,24,413,614,0.816,0.816,-6780576
67,25,419,618,0.930,0.930,-7043748
67,26,425,623,1.008,1.008,-12106190
67,27,426,626,0.408,0.408,-12171463
67,28,423,634,1.102,1.102,-12762062
67,29,428,640,1.008,1.008,-12565704
67,30,431,646,0.865,0.865,-12763340
67,31,438,652,1.189,1.189,-12696520
67,32,438,658,0.774,0.774,-12696522
67,33,439,648,1.296,1.296,-11907780
67,34,447,640,1.459,1.459,-12236485
67,35,451,644,0.730,0.730,-12828623
67,36,459,647,1.102,1.102,-7634335
67,37,460,648,0.182,0.182,-7174560
67,38,464,648,0.516,0.516,-8359087
67,39,470,650,0.816,0.816,-7832490
67,40,476,650,0.774,0.774,-7634341
67,41,482,649,0.785,0.785,-7174043
67,42,473,660,1.833,1.833,-8687282
67,43,477,668,1.154,1.154,-7962019
67,44,480,670,0.465,0.465,-7371163
67,45,485,669,0.658,0.658,-8488876
67,46,495,677,1.652,1.652,-12299707
67,47,499,681,0.730,0.730,-12302014
