C1,C2,C3,C4,C5,C6,C7
5,1,328,583,-1.000,-1.000,-11053764
5,2,302,618,5.624,5.624,-11776455
5,3,302,632,1.806,1.806,-13223381
5,4,294,636,1.154,1.154,-8096434
5,5,295,639,0.408,0.408,-7635626
5,6,282,636,1.721,1.721,-8426171
5,7,277,641,0.912,0.912,-8030643
5,8,272,635,1.008,1.008,-8096436
5,9,267,637,0.695,0.695,-8162229
5,10,287,647,2.885,2.885,-7373481
5,11,289,653,0.816,0.816,-7176102
5,12,284,642,1.559,1.559,-7702446
5,13,274,637,1.442,1.442,-8688573
5,14,269,642,0.912,0.912,-7439274
5,15,260,647,1.328,1.328,-8095925
5,16,253,649,0.939,0.939,-12895966
5,17,249,657,1.154,1.154,-12960462
5,18,240,651,1.395,1.395,-12894929
5,19,234,651,0.774,0.774,-12960462
5,20,230,654,0.645,0.645,-13091794
5,21,223,655,0.912,0.912,-12960721
5,22,217,664,1.395,1.395,-12434124
5,23,216,665,0.182,0.182,-12632281
5,24,213,668,0.547,0.547,-8095146
5,25,206,671,0.982,0.982,-7700906
5,26,200,674,0.865,0.865,-7503527
5,27,206,678,0.930,0.930,-7306146
5,28,206,686,1.032,1.032,-7569318
5,29,202,681,0.826,0.826,-7306659
5,30,196,685,0.930,0.930,-7569318
5,31,194,687,0.365,0.365,-7240353
5,32,188,692,1.008,1.008,-8029093
5,33,186,699,0.939,0.939,-12895707
5,34,181,702,0.752,0.752,-12170952
5,35,176,711,1.328,1.328,-12763083
5,36,172,719,1.154,1.154,-12762830
5,37,170,712,0.939,0.939,-10657202
5,38,166,717,0.826,0.826,-11184310
5,39,160,719,0.816,0.816,-12170944
5,40,157,726,0.982,0.982,-13487066
5,41,156,727,0.182,0.182,-6908027
5,42,155,723,0.532,0.532,-12434639
5,43,168,729,1.847,1.847,-12959690
5,44,168,737,1.032,1.032,-13749978
5,45,168,739,0.258,0.258,-11446455
5,46,169,741,0.288,0.288,-6973048
