C1,C2,C3,C4,C5,C6,C7
37,1,328,581,-1.000,-1.000,-13158352
37,2,295,609,5.583,5.583,-12106439
37,3,288,617,1.371,1.371,-12237774
37,4,288,627,1.290,1.290,-11975641
37,5,288,638,1.419,1.419,-7832751
37,6,280,640,1.064,1.064,-7373481
37,7,276,647,1.040,1.040,-7373481
37,8,272,655,1.154,1.154,-7570858
37,9,274,667,1.569,1.569,-7831461
37,10,271,675,1.102,1.102,-12433865
37,11,269,683,1.064,1.064,-12828623
37,12,268,689,0.785,0.785,-12894416
37,13,266,696,0.939,0.939,-12697296
37,14,267,705,1.168,1.168,-12499919
37,15,267,714,1.161,1.161,-9344700
37,16,264,726,1.596,1.596,-8228022
37,17,268,733,1.040,1.040,-8162229
37,18,269,743,1.296,1.296,-7964850
37,19,267,751,1.064,1.064,-8095664
37,20,267,757,0.774,0.774,-12368082
37,21,266,765,1.040,1.040,-12959439
37,22,266,772,0.903,0.903,-12959439
37,23,264,779,0.939,0.939,-12434126
37,24,264,794,1.935,1.935,-13222866
37,25,255,793,1.168,1.168,-13355739
37,26,256,797,0.532,0.532,-8487576
37,27,259,797,0.387,0.387,-8816802
37,28,273,791,1.965,1.965,-13222349
37,29,281,792,1.040,1.040,-13355218
37,30,287,797,1.008,1.008,-12763343
37,31,295,801,1.154,1.154,-13420245
37,32,295,801,0.000,0.000,-12960211
37,33,293,803,0.365,0.365,-12302799
37,34,293,805,0.258,0.258,-9078943
37,35,293,790,1.935,1.935,-11841989
37,36,302,787,1.224,1.224,-12565199
37,37,309,787,0.903,0.903,-11512511
37,38,315,787,0.774,0.774,-11381438
37,39,324,787,1.161,1.161,-11775937
37,40,331,787,0.903,0.903,-11314614
37,41,340,787,1.161,1.161,-11775167
37,42,350,787,1.290,1.290,-13157073
37,43,356,787,0.774,0.774,-12827601
37,44,368,790,1.596,1.596,-12564421
37,45,376,791,1.040,1.040,-12761798
37,46,382,795,0.930,0.930,-13353170
37,47,389,793,0.939,0.939,-12959439
