C1,C2,C3,C4,C5,C6,C7
32,1,328,581,-1.000,-1.000,-13223891
32,2,345,571,2.544,2.544,-12895704
32,3,346,573,0.288,0.288,-12501200
32,4,350,573,0.516,0.516,-13026255
32,5,350,573,0.000,0.000,-13093334
32,6,356,565,1.290,1.290,-13223891
32,7,353,567,0.465,0.465,-11841987
32,8,358,565,0.695,0.695,-13355479
32,9,360,562,0.465,0.465,-12501711
32,10,364,557,0.826,0.826,-13092305
32,11,368,555,0.577,0.577,-13026001
32,12,371,551,0.645,0.645,-12829395
32,13,375,549,0.577,0.577,-13158362
32,14,380,542,1.110,1.110,-7768239
32,15,385,539,0.752,0.752,-7635885
32,16,391,534,1.008,1.008,-7242154
32,17,394,532,0.465,0.465,-8228538
32,18,398,524,1.154,1.154,-8623809
32,19,402,520,0.730,0.730,-7701678
32,20,404,515,0.695,0.695,-8622778
32,21,410,506,1.395,1.395,-12632786
32,22,411,499,0.912,0.912,-11515080
32,23,416,492,1.110,1.110,-12106699
32,24,418,487,0.695,0.695,-13027290
32,25,420,482,0.695,0.695,-10330555
32,26,424,474,1.154,1.154,-10727119
32,27,429,467,1.110,1.110,-11189223
32,28,435,459,1.290,1.290,-7241643
32,29,437,455,0.577,0.577,-9544909
32,30,442,447,1.217,1.217,-8294585
32,31,446,438,1.271,1.271,-9807555
32,32,450,432,0.930,0.930,-10725828
32,33,456,424,1.290,1.290,-10132913
32,34,462,415,1.395,1.395,-11052733
32,35,466,403,1.632,1.632,-11975632
32,36,472,398,1.008,1.008,-10066607
32,37,470,388,1.316,1.316,-11120582
32,38,467,386,0.465,0.465,-9936310
32,39,478,395,1.833,1.833,-9804722
32,40,484,405,1.504,1.504,-12039877
32,41,482,400,0.695,0.695,-10199734
32,42,466,393,2.253,2.253,-10593203
32,43,473,395,0.939,0.939,-10725313
32,44,480,408,1.905,1.905,-12894677
32,45,484,411,0.645,0.645,-12500430
32,46,479,415,0.826,0.826,-10725048
32,47,484,417,0.695,0.695,-11053503
