C1,C2,C3,C4,C5,C6,C7
43,1,324,581,-1.000,-1.000,-12697550
43,2,362,557,5.798,5.798,-12303829
43,3,364,553,0.577,0.577,-12173013
43,4,368,542,1.510,1.510,-11581899
43,5,369,533,1.168,1.168,-9279936
43,6,371,526,0.939,0.939,-11256305
43,7,373,517,1.189,1.189,-10072033
43,8,378,511,1.008,1.008,-8229827
43,9,378,501,1.290,1.290,-11058926
43,10,379,491,1.296,1.296,-11122394
43,11,383,484,1.040,1.040,-11318474
43,12,383,475,1.161,1.161,-10332099
43,13,383,465,1.290,1.290,-11910609
43,14,382,456,1.168,1.168,-13029094
43,15,382,447,1.161,1.161,-12306667
43,16,383,439,1.040,1.040,-10400737
43,17,384,431,1.040,1.040,-9677273
43,18,384,422,1.161,1.161,-10006238
43,19,384,413,1.161,1.161,-8230340
43,20,384,395,2.322,2.322,-11711945
43,21,385,387,1.040,1.040,-11317702
43,22,388,379,1.102,1.102,-11909324
43,23,386,369,1.316,1.316,-11778765
43,24,386,361,1.032,1.032,-11120322
43,25,390,354,1.040,1.040,-9146794
43,26,390,350,0.516,0.516,-8029342
43,27,396,350,0.774,0.774,-10199993
43,28,401,355,0.912,0.912,-10528186
43,29,408,355,0.903,0.903,-11844559
43,30,412,357,0.577,0.577,-11778766
43,31,416,359,0.577,0.577,-9542061
43,32,424,363,1.154,1.154,-10002355
43,33,430,363,0.774,0.774,-10725826
43,34,427,366,0.547,0.547,-11711690
43,35,436,369,1.224,1.224,-11580106
43,36,447,375,1.616,1.616,-11251141
43,37,457,383,1.652,1.652,-11382468
43,38,468,389,1.616,1.616,-11382467
43,39,472,391,0.577,0.577,-11515083
43,40,480,400,1.553,1.553,-11448520
43,41,487,406,1.189,1.189,-11973835
43,42,494,412,1.189,1.189,-11843016
43,43,503,421,1.642,1.642,-11185086
43,44,507,428,1.040,1.040,-11908041
43,45,515,434,1.290,1.290,-10856123
43,46,518,441,0.982,0.982,-11251909
43,47,522,449,1.154,1.154,-11908809
