C1,C2,C3,C4,C5,C6,C7
72,1,327,582,-1.000,-1.000,-12763342
72,2,349,516,8.975,8.975,-8424890
72,3,355,510,1.095,1.095,-8294332
72,4,361,502,1.290,1.290,-7702448
72,5,364,492,1.347,1.347,-10794719
72,6,369,484,1.217,1.217,-10331066
72,7,377,474,1.652,1.652,-12238285
72,8,382,459,2.040,2.040,-12172494
72,9,388,448,1.616,1.616,-8424364
72,10,392,442,0.930,0.930,-7044516
72,11,391,431,1.425,1.425,-8557753
72,12,397,413,2.448,2.448,-7438247
72,13,397,406,0.903,0.903,-10395573
72,14,403,388,2.448,2.448,-11776448
72,15,403,377,1.419,1.419,-12302540
72,16,401,368,1.189,1.189,-9015206
72,17,401,364,0.516,0.516,-9345202
72,18,391,362,1.316,1.316,-12237776
72,19,389,362,0.258,0.258,-12435153
72,20,393,370,1.154,1.154,-12434128
72,21,383,366,1.389,1.389,-12367820
72,22,377,361,1.008,1.008,-12237006
72,23,373,360,0.532,0.532,-10592951
72,24,363,360,1.290,1.290,-11776455
72,25,354,358,1.189,1.189,-11777477
72,26,345,358,1.161,1.161,-12631503
72,27,336,355,1.224,1.224,-12172233
72,28,325,359,1.510,1.510,-12894929
72,29,317,360,1.040,1.040,-11249593
72,30,309,357,1.102,1.102,-11841730
72,31,302,359,0.939,0.939,-12435155
72,32,297,354,0.912,0.912,-11646150
72,33,290,352,0.939,0.939,-8949153
72,34,298,370,2.541,2.541,-10987189
72,35,291,376,1.189,1.189,-12565186
72,36,286,382,1.008,1.008,-12499393
72,37,283,367,1.973,1.973,-11579847
72,38,273,370,1.347,1.347,-13421534
72,39,265,372,1.064,1.064,-12434126
72,40,258,376,1.040,1.040,-9803433
72,41,245,379,1.721,1.721,-12500432
72,42,237,380,1.040,1.040,-9211556
72,43,225,386,1.731,1.731,-9933990
72,44,216,386,1.161,1.161,-11184057
72,45,213,390,0.645,0.645,-9342884
72,46,203,394,1.389,1.389,-10593978
72,47,209,384,1.504,1.504,-10528960
