C1,C2,C3,C4,C5,C6,C7
18,1,328,581,-1.000,-1.000,-9936049
18,2,314,533,6.450,6.450,-12368842
18,3,311,528,0.752,0.752,-11976142
18,4,310,519,1.168,1.168,-12635882
18,5,309,513,0.785,0.785,-10596822
18,6,307,505,1.064,1.064,-10334679
18,7,304,491,1.847,1.847,-9084358
18,8,300,482,1.271,1.271,-9807820
18,9,300,474,1.032,1.032,-11448769
18,10,296,469,0.826,0.826,-12173262
18,11,288,461,1.459,1.459,-12369611
18,12,283,457,0.826,0.826,-12961748
18,13,281,453,0.577,0.577,-12172494
18,14,277,447,0.930,0.930,-10660285
18,15,271,435,1.731,1.731,-10993127
18,16,264,430,1.110,1.110,-7242408
18,17,263,425,0.658,0.658,-10268886
18,18,257,419,1.095,1.095,-8821440
18,19,255,409,1.316,1.316,-7964587
18,20,248,400,1.471,1.471,-10461617
18,21,243,394,1.008,1.008,-12039619
18,22,238,387,1.110,1.110,-12040900
18,23,234,381,0.930,0.930,-12566223
18,24,226,373,1.459,1.459,-10921914
18,25,222,369,0.730,0.730,-11779278
18,26,214,376,1.371,1.371,-11120322
18,27,218,371,0.826,0.826,-11252431
18,28,234,364,2.253,2.253,-13160159
18,29,230,364,0.516,0.516,-7635097
18,30,233,363,0.408,0.408,-11186890
18,31,237,360,0.645,0.645,-8752547
18,32,236,360,0.129,0.129,-10069179
18,33,239,355,0.752,0.752,-9936819
18,34,228,363,1.755,1.755,-9279663
18,35,245,357,2.326,2.326,-9410217
18,36,248,371,1.847,1.847,-11514051
18,37,259,369,1.442,1.442,-10725048
18,38,269,367,1.316,1.316,-11054011
18,39,276,368,0.912,0.912,-10461617
18,40,280,367,0.532,0.532,-11185851
18,41,288,366,1.040,1.040,-11776447
18,42,278,355,1.918,1.918,-12303049
18,43,285,351,1.040,1.040,-12369614
18,44,286,349,0.288,0.288,-11845590
18,45,291,348,0.658,0.658,-10989511
18,46,299,347,1.040,1.040,-10527671
18,47,303,347,0.516,0.516,-9212587
