C1,C2,C3,C4,C5,C6,C7
41,1,325,578,-1.000,-1.000,-12500170
41,2,366,568,5.444,5.444,-12435668
41,3,380,568,1.806,1.806,-11974862
41,4,381,568,0.129,0.129,-11187153
41,5,393,564,1.632,1.632,-8491711
41,6,401,562,1.064,1.064,-7966655
41,7,410,559,1.224,1.224,-7769276
41,8,418,556,1.102,1.102,-8756684
41,9,426,552,1.154,1.154,-8030643
41,10,435,548,1.271,1.271,-10330819
41,11,449,542,1.965,1.965,-11843018
41,12,452,536,0.865,0.865,-10528188
41,13,460,531,1.217,1.217,-11646928
41,14,470,524,1.575,1.575,-8031673
41,15,476,521,0.865,0.865,-8031160
41,16,482,516,1.008,1.008,-8689603
41,17,491,508,1.553,1.553,-7636402
41,18,498,502,1.189,1.189,-11383245
41,19,506,498,1.154,1.154,-11447231
41,20,512,492,1.095,1.095,-11250104
41,21,520,486,1.290,1.290,-9737640
41,22,526,480,1.095,1.095,-11055034
41,23,530,471,1.271,1.271,-10329779
41,24,536,467,0.930,0.930,-7830672
41,25,530,462,1.008,1.008,-8094615
41,26,526,453,1.271,1.271,-10463167
41,27,530,452,0.532,0.532,-8423584
41,28,526,452,0.516,0.516,-8818090
41,29,518,446,1.290,1.290,-10660285
41,30,512,439,1.189,1.189,-7830942
41,31,513,447,1.040,1.040,-10330816
41,32,500,456,2.040,2.040,-11974088
41,33,490,452,1.389,1.389,-12039879
41,34,480,452,1.290,1.290,-11907780
41,35,474,453,0.785,0.785,-11842248
41,36,464,446,1.575,1.575,-11448522
41,37,456,444,1.064,1.064,-10463434
41,38,449,440,1.040,1.040,-8688565
41,39,440,440,1.161,1.161,-7505847
41,40,443,433,0.982,0.982,-9740487
41,41,443,423,1.290,1.290,-11843019
41,42,440,415,1.102,1.102,-11777225
41,43,436,410,0.826,0.826,-12435417
41,44,430,401,1.395,1.395,-11185350
41,45,426,391,1.389,1.389,-11711690
41,46,418,386,1.217,1.217,-11514566
41,47,413,379,1.110,1.110,-10659774
