C1,C2,C3,C4,C5,C6,C7
31,1,328,582,-1.000,-1.000,-12828623
31,2,322,598,2.204,2.204,-12961232
31,3,322,598,0.000,0.000,-13092307
31,4,322,598,0.000,0.000,-13092046
31,5,322,598,0.000,0.000,-13092820
31,6,322,598,0.000,0.000,-12829648
31,7,321,600,0.288,0.288,-12960468
31,8,321,600,0.000,0.000,-13026514
31,9,319,597,0.465,0.465,-12894928
31,10,319,597,0.000,0.000,-12500170
31,11,319,597,0.000,0.000,-12894928
31,12,329,601,1.389,1.389,-13026515
31,13,335,609,1.290,1.290,-12894926
31,14,325,613,1.389,1.389,-13289684
31,15,323,619,0.816,0.816,-13026255
31,16,323,626,0.903,0.903,-12697549
31,17,323,635,1.161,1.161,-12565710
31,18,322,645,1.296,1.296,-7306657
31,19,322,653,1.032,1.032,-7175850
31,20,319,660,0.982,0.982,-7899827
31,21,320,670,1.296,1.296,-7176104
31,22,319,677,0.912,0.912,-8096436
31,23,320,690,1.682,1.682,-12565451
31,24,323,696,0.865,0.865,-12368072
31,25,327,706,1.389,1.389,-13223383
31,26,330,718,1.596,1.596,-12828622
31,27,335,726,1.217,1.217,-11580883
31,28,341,732,1.095,1.095,-7898536
31,29,342,742,1.296,1.296,-7831720
31,30,348,745,0.865,0.865,-8884149
31,31,355,752,1.277,1.277,-8951486
31,32,361,762,1.504,1.504,-9146285
31,33,367,762,0.774,0.774,-9606316
31,34,375,768,1.290,1.290,-11906493
31,35,381,776,1.290,1.290,-13156809
31,36,392,785,1.833,1.833,-12104122
31,37,404,784,1.553,1.553,-12958660
31,38,414,788,1.389,1.389,-9473182
31,39,424,783,1.442,1.442,-13552346
31,40,431,780,0.982,0.982,-10985649
31,41,417,786,1.965,1.965,-11973577
31,42,413,790,0.730,0.730,-8948126
31,43,420,778,1.792,1.792,-10853805
31,44,432,777,1.553,1.553,-13025485
31,45,443,772,1.559,1.559,-13617622
31,46,448,770,0.695,0.695,-11907780
31,47,451,767,0.547,0.547,-12763342
