C1,C2,C3,C4,C5,C6,C7
33,1,329,582,-1.000,-1.000,-10134202
33,2,316,581,1.682,1.682,-12434385
33,3,318,582,0.288,0.288,-12698327
33,4,311,583,0.912,0.912,-12960979
33,5,307,583,0.516,0.516,-12894929
33,6,307,590,0.903,0.903,-12894675
33,7,297,602,2.015,2.015,-12829136
33,8,287,610,1.652,1.652,-12566476
33,9,288,616,0.785,0.785,-12500430
33,10,276,602,2.379,2.379,-12369362
33,11,273,604,0.465,0.465,-12633561
33,12,265,601,1.102,1.102,-9017540
33,13,259,602,0.785,0.785,-8820161
33,14,246,600,1.697,1.697,-7767473
33,15,237,599,1.168,1.168,-7570608
33,16,227,599,1.290,1.290,-9936320
33,17,218,599,1.161,1.161,-12039879
33,18,214,601,0.577,0.577,-11579846
33,19,205,602,1.168,1.168,-11644610
33,20,193,600,1.569,1.569,-11777223
33,21,190,604,0.645,0.645,-11776456
33,22,181,613,1.642,1.642,-6913959
33,23,177,618,0.826,0.826,-7373481
33,24,180,606,1.596,1.596,-8820929
33,25,173,597,1.471,1.471,-7965618
33,26,169,594,0.645,0.645,-9018054
33,27,161,586,1.459,1.459,-7702446
33,28,153,586,1.032,1.032,-7176100
33,29,147,582,0.930,0.930,-10796281
33,30,147,572,1.290,1.290,-9018565
33,31,144,565,0.982,0.982,-10134978
33,32,141,563,0.465,0.465,-10594753
33,33,131,568,1.442,1.442,-11514303
33,34,125,564,0.930,0.930,-11447740
33,35,118,562,0.939,0.939,-13027803
33,36,111,560,0.939,0.939,-9804714
33,37,107,558,0.577,0.577,-10987189
33,38,115,549,1.553,1.553,-9278372
33,39,118,549,0.387,0.387,-6843513
33,40,121,577,3.633,3.633,-11841728
33,41,115,582,1.008,1.008,-10661314
33,42,108,588,1.189,1.189,-10922679
33,43,106,593,0.695,0.695,-11316405
33,44,101,596,0.752,0.752,-12301762
33,45,99,599,0.465,0.465,-12368842
33,46,99,599,0.000,0.000,-12171718
33,47,96,592,0.982,0.982,-9014428
