C1,C2,C3,C4,C5,C6,C7
11,1,327,584,-1.000,-1.000,-13026255
11,2,325,560,3.107,3.107,-10725062
11,3,324,560,0.129,0.129,-9146535
11,4,324,560,0.000,0.000,-9474728
11,5,324,560,0.000,0.000,-9277867
11,6,324,560,0.000,0.000,-9408939
11,7,326,560,0.258,0.258,-11054278
11,8,324,562,0.365,0.365,-10725317
11,9,325,561,0.182,0.182,-11119303
11,10,325,560,0.129,0.129,-9870006
11,11,325,560,0.000,0.000,-10001592
11,12,325,560,0.000,0.000,-9738670
11,13,325,560,0.000,0.000,-10592959
11,14,325,560,0.000,0.000,-11449036
11,15,325,560,0.000,0.000,-9605556
11,16,323,560,0.258,0.258,-12434136
11,17,327,558,0.577,0.577,-13092569
11,18,327,561,0.387,0.387,-12304345
11,19,326,561,0.129,0.129,-12106448
11,20,326,561,0.000,0.000,-8948651
11,21,333,565,1.040,1.040,-9541041
11,22,335,562,0.465,0.465,-10065590
11,23,333,560,0.365,0.365,-10594242
11,24,333,560,0.000,0.000,-9277867
11,25,337,560,0.516,0.516,-11382467
11,26,338,562,0.288,0.288,-11909322
11,27,337,564,0.288,0.288,-12040397
11,28,337,562,0.258,0.258,-11843018
11,29,340,560,0.465,0.465,-12170956
11,30,341,558,0.288,0.288,-12237523
11,31,342,557,0.182,0.182,-12106448
11,32,343,554,0.408,0.408,-12500949
11,33,344,552,0.288,0.288,-13027292
11,34,345,548,0.532,0.532,-12237776
11,35,345,545,0.387,0.387,-12501461
11,36,347,540,0.695,0.695,-12632534
11,37,349,537,0.465,0.465,-12499921
11,38,355,536,0.785,0.785,-12435415
11,39,353,532,0.577,0.577,-12567001
11,40,352,526,0.785,0.785,-11908819
11,41,355,520,0.865,0.865,-8426949
11,42,355,517,0.387,0.387,-8163775
11,43,358,513,0.645,0.645,-10794214
11,44,356,504,1.189,1.189,-9149389
11,45,363,500,1.040,1.040,-7964597
11,46,365,495,0.695,0.695,-7831987
11,47,365,487,1.032,1.032,-7766958
