C1,C2,C3,C4,C5,C6,C7
55,1,329,577,-1.000,-1.000,-8423346
55,2,315,540,5.103,5.103,-10789563
55,3,315,536,0.516,0.516,-9935283
55,4,315,529,0.903,0.903,-12764629
55,5,313,526,0.465,0.465,-12828882
55,6,313,520,0.774,0.774,-9476798
55,7,312,516,0.532,0.532,-8359608
55,8,312,516,0.000,0.000,-8491196
55,9,313,516,0.129,0.129,-9610704
55,10,312,513,0.408,0.408,-10990818
55,11,312,508,0.645,0.645,-11255017
55,12,313,502,0.785,0.785,-8426945
55,13,313,502,0.000,0.000,-8623810
55,14,313,500,0.258,0.258,-10268121
55,15,313,498,0.258,0.258,-9216463
55,16,313,494,0.516,0.516,-10269151
55,17,313,491,0.387,0.387,-9150668
55,18,313,484,0.903,0.903,-8426177
55,19,313,482,0.258,0.258,-8491192
55,20,313,480,0.258,0.258,-10267084
55,21,313,476,0.516,0.516,-9408935
55,22,314,472,0.532,0.532,-12698836
55,23,311,469,0.547,0.547,-12895188
55,24,311,466,0.387,0.387,-12763600
55,25,311,462,0.516,0.516,-12829393
55,26,311,460,0.258,0.258,-12698062
55,27,311,460,0.000,0.000,-10856123
55,28,311,456,0.516,0.516,-12763855
55,29,311,456,0.000,0.000,-12829393
55,30,311,456,0.000,0.000,-11185089
55,31,311,452,0.516,0.516,-12632786
55,32,311,448,0.516,0.516,-13027544
55,33,311,446,0.258,0.258,-12697809
55,34,307,441,0.826,0.826,-12368846
55,35,317,448,1.575,1.575,-13093335
55,36,315,442,0.816,0.816,-12237256
55,37,319,438,0.730,0.730,-12303569
55,38,321,436,0.365,0.365,-12108508
55,39,323,433,0.465,0.465,-8097206
55,40,324,430,0.408,0.408,-7767987
55,41,324,430,0.000,0.000,-7571121
55,42,322,424,0.816,0.816,-7439022
55,43,328,423,0.785,0.785,-7044264
55,44,326,418,0.695,0.695,-7439274
55,45,326,418,0.000,0.000,-7570094
55,46,326,414,0.516,0.516,-7372715
55,47,328,418,0.577,0.577,-6912930
