C1,C2,C3,C4,C5,C6,C7
29,1,334,581,-1.000,-1.000,-12237774
29,2,326,608,3.633,3.633,-12896209
29,3,326,608,0.000,0.000,-12960979
29,4,325,609,0.182,0.182,-12697549
29,5,324,610,0.182,0.182,-13223893
29,6,324,610,0.000,0.000,-13158100
29,7,322,614,0.577,0.577,-13026512
29,8,321,619,0.658,0.658,-13026514
29,9,320,627,1.040,1.040,-12828622
29,10,322,637,1.316,1.316,-12895188
29,11,324,645,1.064,1.064,-7701676
29,12,326,655,1.316,1.316,-7373479
29,13,326,660,0.645,0.645,-7373481
29,14,330,668,1.154,1.154,-7636653
29,15,333,677,1.224,1.224,-7701678
29,16,338,685,1.217,1.217,-12500178
29,17,344,695,1.504,1.504,-12828108
29,18,348,700,0.826,0.826,-11907523
29,19,354,708,1.290,1.290,-12828108
29,20,360,719,1.616,1.616,-12565453
29,21,362,723,0.577,0.577,-9081009
29,22,368,731,1.290,1.290,-7436962
29,23,375,736,1.110,1.110,-8423861
29,24,382,741,1.110,1.110,-8029353
29,25,390,747,1.290,1.290,-7963049
29,26,400,755,1.652,1.652,-11513535
29,27,409,759,1.271,1.271,-12695237
29,28,418,765,1.395,1.395,-12892357
29,29,423,767,0.695,0.695,-13814486
29,30,431,766,1.040,1.040,-12169412
29,31,436,769,0.752,0.752,-10788525
29,32,446,772,1.347,1.347,-13288657
29,33,450,771,0.532,0.532,-11644349
29,34,456,766,1.008,1.008,-13092308
29,35,464,760,1.290,1.290,-14078943
29,36,461,753,0.982,0.982,-10394533
29,37,464,749,0.645,0.645,-10131363
29,38,470,743,1.095,1.095,-11118266
29,39,473,737,0.865,0.865,-12105674
29,40,472,743,0.785,0.785,-9474471
29,41,483,745,1.442,1.442,-12303049
29,42,474,741,1.271,1.271,-11580349
29,43,464,733,1.652,1.652,-11907772
29,44,463,729,0.532,0.532,-10591920
29,45,462,724,0.658,0.658,-11645123
29,46,460,717,0.939,0.939,-10066608
29,47,458,712,0.695,0.695,-11515352
