C1,C2,C3,C4,C5,C6,C7
2,1,330,581,-1.000,-1.000,-12829664
2,2,298,557,5.160,5.160,-12368846
2,3,295,557,0.387,0.387,-11777225
2,4,287,559,1.064,1.064,-13224153
2,5,278,559,1.161,1.161,-12369372
2,6,273,559,0.645,0.645,-7832494
2,7,265,562,1.102,1.102,-7570860
2,8,256,565,1.224,1.224,-7635885
2,9,251,568,0.752,0.752,-7438506
2,10,251,567,0.129,0.129,-7505067
2,11,243,566,1.040,1.040,-10597336
2,12,236,564,0.939,0.939,-8293302
2,13,227,561,1.224,1.224,-13157587
2,14,241,575,2.554,2.554,-7702446
2,15,237,581,0.930,0.930,-7635372
2,16,236,585,0.532,0.532,-7701419
2,17,232,585,0.516,0.516,-8553643
2,18,229,591,0.865,0.865,-12237523
2,19,223,597,1.095,1.095,-13026001
2,20,224,602,0.658,0.658,-12829648
2,21,223,603,0.182,0.182,-13092565
2,22,219,607,0.730,0.730,-12697549
2,23,220,611,0.532,0.532,-13420760
2,24,219,613,0.288,0.288,-13092307
2,25,219,607,0.774,0.774,-12435155
2,26,213,595,1.731,1.731,-13618139
2,27,209,597,0.577,0.577,-13158358
2,28,208,600,0.408,0.408,-13552856
2,29,200,603,1.102,1.102,-12960462
2,30,194,605,0.816,0.816,-12763091
2,31,189,607,0.695,0.695,-8161455
2,32,187,614,0.939,0.939,-7964848
2,33,182,616,0.695,0.695,-7832492
2,34,177,621,0.912,0.912,-7438506
2,35,175,623,0.365,0.365,-7438504
2,36,169,625,0.816,0.816,-7043748
2,37,163,626,0.785,0.785,-7701419
2,38,160,630,0.645,0.645,-6648216
2,39,154,636,1.095,1.095,-11317711
2,40,155,640,0.532,0.532,-10988487
2,41,149,639,0.785,0.785,-7767721
2,42,148,627,1.553,1.553,-7240604
2,43,145,627,0.387,0.387,-7635624
2,44,145,627,0.000,0.000,-7767720
2,45,161,620,2.253,2.253,-8556215
2,46,156,613,1.110,1.110,-7239836
2,47,151,613,0.645,0.645,-9080490
