C1,C2,C3,C4,C5,C6,C7
19,1,324,580,-1.000,-1.000,-12633561
19,2,326,593,1.697,1.697,-11973827
19,3,326,595,0.258,0.258,-13092565
19,4,328,594,0.288,0.288,-13619164
19,5,328,595,0.129,0.129,-13683415
19,6,326,595,0.258,0.258,-12959181
19,7,326,593,0.258,0.258,-12631757
19,8,326,596,0.387,0.387,-13026514
19,9,326,596,0.000,0.000,-13026514
19,10,333,593,0.982,0.982,-12829136
19,11,332,588,0.658,0.658,-11448261
19,12,333,588,0.129,0.129,-13026776
19,13,338,593,0.912,0.912,-12829136
19,14,342,594,0.532,0.532,-12368842
19,15,346,601,1.040,1.040,-12697550
19,16,348,607,0.816,0.816,-12566221
19,17,350,609,0.365,0.365,-12106188
19,18,354,619,1.389,1.389,-12368585
19,19,358,627,1.154,1.154,-11119806
19,20,358,635,1.032,1.032,-7701415
19,21,362,640,0.826,0.826,-7439274
19,22,368,645,1.008,1.008,-7307688
19,23,375,654,1.471,1.471,-7373481
19,24,377,663,1.189,1.189,-7899057
19,25,382,671,1.217,1.217,-12433097
19,26,385,679,1.102,1.102,-12105153
19,27,388,682,0.547,0.547,-11710141
19,28,393,687,0.912,0.912,-11907780
19,29,380,690,1.721,1.721,-12565704
19,30,382,696,0.816,0.816,-12434378
19,31,383,700,0.532,0.532,-12631244
19,32,379,703,0.645,0.645,-12762062
19,33,391,695,1.860,1.860,-12433095
19,34,398,701,1.189,1.189,-12105420
19,35,402,707,0.930,0.930,-8687283
19,36,406,715,1.154,1.154,-7635624
19,37,412,720,1.008,1.008,-7109028
19,38,418,723,0.865,0.865,-6845858
19,39,423,729,1.008,1.008,-6977955
19,40,429,737,1.290,1.290,-10724535
19,41,434,741,0.826,0.826,-10658224
19,42,442,745,1.154,1.154,-11183281
19,43,446,752,1.040,1.040,-12566225
19,44,455,755,1.224,1.224,-9013142
19,45,459,757,0.577,0.577,-7762047
19,46,460,757,0.129,0.129,-9867423
19,47,456,765,1.154,1.154,-11381177
