C1,C2,C3,C4,C5,C6,C7
44,1,327,577,-1.000,-1.000,-8029619
44,2,327,613,4.644,4.644,-12303577
44,3,329,619,0.816,0.816,-12040910
44,4,331,624,0.695,0.695,-12303570
44,5,333,628,0.577,0.577,-12106450
44,6,335,632,0.577,0.577,-12104908
44,7,332,638,0.865,0.865,-11777487
44,8,335,642,0.645,0.645,-11910362
44,9,336,645,0.408,0.408,-8162997
44,10,336,649,0.516,0.516,-7899322
44,11,344,627,3.020,3.020,-12369622
44,12,349,623,0.826,0.826,-11844046
44,13,354,623,0.645,0.645,-12171983
44,14,357,623,0.387,0.387,-12040398
44,15,360,623,0.387,0.387,-12039630
44,16,365,627,0.826,0.826,-11777487
44,17,371,629,0.816,0.816,-8556215
44,18,371,629,0.000,0.000,-8556215
44,19,371,631,0.258,0.258,-8161978
44,20,375,631,0.516,0.516,-8491713
44,21,375,627,0.516,0.516,-7766961
44,22,369,614,1.847,1.847,-10790855
44,23,373,613,0.532,0.532,-10724548
44,24,375,609,0.577,0.577,-9935807
44,25,381,608,0.785,0.785,-10791627
44,26,385,605,0.645,0.645,-11646685
44,27,388,603,0.465,0.465,-8819648
44,28,392,602,0.532,0.532,-7373493
44,29,394,601,0.288,0.288,-7834558
44,30,393,601,0.129,0.129,-8491974
44,31,381,601,1.548,1.548,-8093093
44,32,390,600,1.168,1.168,-7570359
44,33,389,597,0.408,0.408,-9937870
44,34,393,595,0.577,0.577,-11781620
44,35,395,593,0.365,0.365,-10203358
44,36,399,591,0.577,0.577,-7439800
44,37,399,590,0.129,0.129,-9282004
44,38,403,585,0.826,0.826,-10795244
44,39,407,584,0.532,0.532,-6847666
44,40,405,583,0.288,0.288,-10992625
44,41,407,587,0.577,0.577,-8031937
44,42,402,585,0.695,0.695,-8163523
44,43,399,581,0.645,0.645,-7701946
44,44,402,583,0.465,0.465,-7176628
44,45,402,581,0.258,0.258,-8887249
44,46,402,581,0.000,0.000,-8558282
44,47,405,577,0.645,0.645,-8624074
