C1,C2,C3,C4,C5,C6,C7
15,1,323,579,-1.000,-1.000,-12632014
15,2,318,550,3.796,3.796,-10066089
15,3,318,563,1.677,1.677,-13289946
15,4,314,565,0.577,0.577,-13290967
15,5,310,565,0.516,0.516,-13355992
15,6,310,565,0.000,0.000,-13224406
15,7,312,557,1.064,1.064,-12764372
15,8,316,569,1.632,1.632,-12894926
15,9,310,569,0.774,0.774,-12829393
15,10,304,573,0.930,0.930,-13816541
15,11,298,577,0.930,0.930,-13618138
15,12,287,573,1.510,1.510,-13223380
15,13,280,571,0.939,0.939,-12960722
15,14,272,570,1.040,1.040,-12828884
15,15,262,567,1.347,1.347,-10528455
15,16,261,568,0.182,0.182,-9017788
15,17,266,552,2.162,2.162,-8294065
15,18,264,547,0.695,0.695,-7702698
15,19,261,543,0.645,0.645,-11846637
15,20,258,537,0.865,0.865,-9214919
15,21,247,555,2.721,2.721,-8425401
15,22,242,553,0.695,0.695,-8031413
15,23,233,552,1.168,1.168,-7504301
15,24,228,553,0.658,0.658,-7833266
15,25,219,553,1.161,1.161,-13158876
15,26,210,551,1.189,1.189,-13026515
15,27,205,556,0.912,0.912,-13091794
15,28,196,551,1.328,1.328,-13223893
15,29,190,551,0.774,0.774,-12631756
15,30,198,537,2.080,2.080,-12303049
15,31,192,539,0.816,0.816,-13092820
15,32,187,559,2.659,2.659,-12763343
15,33,180,561,0.939,0.939,-12040659
15,34,174,564,0.865,0.865,-8622267
15,35,167,567,0.982,0.982,-8688571
15,36,158,567,1.161,1.161,-8096434
15,37,152,571,0.930,0.930,-7241125
15,38,144,569,1.064,1.064,-9478087
15,39,134,570,1.296,1.296,-11974339
15,40,127,569,0.912,0.912,-11447483
15,41,118,569,1.161,1.161,-12106440
15,42,114,573,0.730,0.730,-11251657
15,43,107,573,0.903,0.903,-10790843
15,44,100,568,1.110,1.110,-11316409
15,45,98,571,0.465,0.465,-11251382
15,46,96,585,1.824,1.824,-12501198
15,47,94,587,0.365,0.365,-6185331
