C1,C2,C3,C4,C5,C6,C7
17,1,328,580,-1.000,-1.000,-8554406
17,2,314,508,9.462,9.462,-9675984
17,3,314,498,1.290,1.290,-7045547
17,4,310,488,1.389,1.389,-10070996
17,5,305,479,1.328,1.328,-8755385
17,6,301,468,1.510,1.510,-11777734
17,7,300,457,1.425,1.425,-12500683
17,8,295,449,1.217,1.217,-12763600
17,9,292,441,1.102,1.102,-12172496
17,10,290,429,1.569,1.569,-7702959
17,11,286,423,0.930,0.930,-8821956
17,12,288,414,1.189,1.189,-6913961
17,13,286,405,1.189,1.189,-8295612
17,14,279,401,1.040,1.040,-9939659
17,15,275,395,0.930,0.930,-10329012
17,16,270,388,1.110,1.110,-12039620
17,17,266,385,0.645,0.645,-11777223
17,18,285,384,2.454,2.454,-11908034
17,19,285,376,1.032,1.032,-11974084
17,20,290,370,1.008,1.008,-12039619
17,21,272,378,2.541,2.541,-12170952
17,22,271,370,1.040,1.040,-12106699
17,23,266,364,1.008,1.008,-10921916
17,24,273,368,1.040,1.040,-8816798
17,25,290,378,2.544,2.544,-11645121
17,26,298,378,1.032,1.032,-12170946
17,27,300,372,0.816,0.816,-10986678
17,28,308,368,1.154,1.154,-11907520
17,29,312,366,0.577,0.577,-12500432
17,30,320,363,1.102,1.102,-12106442
17,31,323,357,0.865,0.865,-10395572
17,32,322,358,0.182,0.182,-11119808
17,33,326,354,0.730,0.730,-9540261
17,34,328,358,0.577,0.577,-9672877
17,35,307,356,2.721,2.721,-10724797
17,36,302,348,1.217,1.217,-10856381
17,37,302,343,0.645,0.645,-10857151
17,38,298,342,0.532,0.532,-8949405
17,39,290,350,1.459,1.459,-11448509
17,40,288,348,0.365,0.365,-10724535
17,41,283,347,0.658,0.658,-11579330
17,42,279,348,0.532,0.532,-11251392
17,43,274,350,0.695,0.695,-11645889
17,44,273,349,0.182,0.182,-11185086
17,45,266,352,0.982,0.982,-11316926
17,46,262,354,0.577,0.577,-11513537
17,47,258,354,0.516,0.516,-11447742
