C1,C2,C3,C4,C5,C6,C7
14,1,330,582,-1.000,-1.000,-13027552
14,2,369,557,5.976,5.976,-13027544
14,3,375,553,0.930,0.930,-12040395
14,4,381,550,0.865,0.865,-9280710
14,5,387,545,1.008,1.008,-8491962
14,6,395,541,1.154,1.154,-7636653
14,7,404,538,1.224,1.224,-7702698
14,8,411,533,1.110,1.110,-8360376
14,9,422,534,1.425,1.425,-12763343
14,10,425,525,1.224,1.224,-12434377
14,11,435,524,1.296,1.296,-12960721
14,12,441,519,1.008,1.008,-12500683
14,13,451,517,1.316,1.316,-12896219
14,14,456,511,1.008,1.008,-7175334
14,15,467,508,1.471,1.471,-7241127
14,16,475,507,1.040,1.040,-7175586
14,17,480,500,1.110,1.110,-7701676
14,18,486,502,0.816,0.816,-7898537
14,19,493,501,0.912,0.912,-13157849
14,20,501,497,1.154,1.154,-12630212
14,21,507,496,0.785,0.785,-13025736
14,22,501,489,1.189,1.189,-11709363
14,23,507,484,1.008,1.008,-13550798
14,24,509,477,0.939,0.939,-12039360
14,25,515,470,1.189,1.189,-10329259
14,26,522,467,0.982,0.982,-11052724
14,27,504,467,2.322,2.322,-12171716
14,28,506,457,1.316,1.316,-13158100
14,29,505,450,0.912,0.912,-11777477
14,30,502,443,0.982,0.982,-11447742
14,31,517,459,2.829,2.829,-12236998
14,32,518,455,0.532,0.532,-10527669
14,33,521,461,0.865,0.865,-12303570
14,34,525,462,0.532,0.532,-7434885
14,35,523,458,0.577,0.577,-7304328
14,36,508,453,2.040,2.040,-11644602
14,37,509,445,1.040,1.040,-12303819
14,38,506,440,0.752,0.752,-12566223
14,39,507,437,0.408,0.408,-7435398
14,40,502,433,0.826,0.826,-12565971
14,41,497,429,0.826,0.826,-10394545
14,42,496,423,0.785,0.785,-7894920
14,43,491,421,0.695,0.695,-12960211
14,44,489,418,0.465,0.465,-12895704
14,45,485,415,0.645,0.645,-12171213
14,46,479,422,1.189,1.189,-11118777
14,47,473,415,1.189,1.189,-11578815
