C1,C2,C3,C4,C5,C6,C7
28,1,296,611,-1,-1,-13091794
28,1,333,579,-1,-1,-13223893
28,2,332,560,2.454,2.454,-12633045
28,3,332,560,0,0,-11777225
28,4,333,558,0.288,0.288,-13092307
28,5,332,559,0.182,0.182,-13289946
28,6,332,559,0,0,-13158360
28,7,332,559,0,0,-13026774
28,8,332,559,0,0,-13092567
28,9,332,559,0,0,-12830165
28,10,332,559,0,0,-12830165
28,11,332,559,0,0,-12698579
28,12,332,559,0,0,-12632786
28,13,332,559,0,0,-12632786
28,14,333,559,0.129,0.129,-12960979
28,15,333,559,0,0,-12171463
28,16,333,559,0,0,-12238026
28,17,333,559,0,0,-12697809
28,18,333,559,0,0,-12763602
28,19,333,559,0,0,-12501459
28,20,333,559,0,0,-11843016
28,21,333,559,0,0,-11579846
28,22,333,559,0,0,-9672107
28,23,334,555,0.532,0.532,-12961748
28,24,335,555,0.129,0.129,-13290714
28,25,337,552,0.465,0.465,-13092307
28,26,335,552,0.258,0.258,-12106699
28,27,335,551,0.129,0.129,-11513284
28,28,335,551,0,0,-9803443
28,29,340,543,1.217,1.217,-12763342
28,30,347,543,0.903,0.903,-12829135
28,31,347,538,0.645,0.645,-12500683
28,32,347,535,0.387,0.387,-12631756
28,33,347,534,0.129,0.129,-12303821
28,34,350,532,0.465,0.465,-12434378
28,35,351,544,1.553,1.553,-12829648
28,36,355,544,0.516,0.516,-11974088
28,37,357,542,0.365,0.365,-11777223
28,38,363,539,0.865,0.865,-12434385
28,39,365,537,0.365,0.365,-12434128
28,40,371,532,1.008,1.008,-7372200
28,41,369,533,0.288,0.288,-8293807
28,42,374,529,0.826,0.826,-7306920
28,43,376,531,0.365,0.365,-7373230
28,44,383,532,0.912,0.912,-7504299
28,45,382,532,0.129,0.129,-7110309
28,46,381,525,0.912,0.912,-7701425
28,47,385,525,0.516,0.516,-7898804
