C1,C2,C3,C4,C5,C6,C7
39,1,330,577,-1.000,-1.000,-12829646
39,2,362,610,5.930,5.930,-11645121
39,3,354,620,1.652,1.652,-12829397
39,4,361,618,0.939,0.939,-12565964
39,5,373,613,1.677,1.677,-12434639
39,6,383,613,1.290,1.290,-9279158
39,7,388,614,0.658,0.658,-8096436
39,8,399,614,1.419,1.419,-7767471
39,9,408,614,1.161,1.161,-7636653
39,10,415,614,0.903,0.903,-7570094
39,11,423,618,1.154,1.154,-7765927
39,12,433,624,1.504,1.504,-12236999
39,13,437,625,0.532,0.532,-11907780
39,14,445,630,1.217,1.217,-12433865
39,15,453,633,1.102,1.102,-11973316
39,16,462,638,1.328,1.328,-10133180
39,17,469,643,1.110,1.110,-7043485
39,18,475,647,0.930,0.930,-7306146
39,19,482,655,1.371,1.371,-7569571
39,20,491,654,1.168,1.168,-7635362
39,21,499,660,1.290,1.290,-11117235
39,22,505,662,0.816,0.816,-11774135
39,23,512,668,1.189,1.189,-11710391
39,24,514,667,0.288,0.288,-12038329
39,25,521,669,0.939,0.939,-10855858
39,26,528,671,0.939,0.939,-11709623
39,27,535,670,0.912,0.912,-7302783
39,28,536,670,0.129,0.129,-7040379
39,29,536,670,0.000,0.000,-6448244
39,30,539,670,0.387,0.387,-6842234
39,31,540,662,1.040,1.040,-7960453
39,32,540,662,0.000,0.000,-7566722
39,33,540,661,0.129,0.129,-9672362
39,34,542,660,0.288,0.288,-8949667
39,35,543,658,0.288,0.288,-7173256
39,36,543,666,1.032,1.032,-6383227
39,37,536,654,1.792,1.792,-12235454
39,38,533,650,0.645,0.645,-10526378
39,39,519,658,2.080,2.080,-10592174
39,40,512,650,1.371,1.371,-11051697
39,41,507,644,1.008,1.008,-11579069
39,42,501,639,1.008,1.008,-10002113
39,43,497,632,1.040,1.040,-7503262
39,44,495,628,0.577,0.577,-10595796
39,45,490,619,1.328,1.328,-7436962
39,46,496,622,0.865,0.865,-7043489
39,47,510,614,2.080,2.080,-8488355
