C1,C2,C3,C4,C5,C6,C7
23,1,328,581,-1.000,-1.000,-13223893
23,2,329,541,5.162,5.162,-12961749
23,3,329,539,0.258,0.258,-11646667
23,4,331,536,0.465,0.465,-12829393
23,5,329,531,0.695,0.695,-12764372
23,6,329,529,0.258,0.258,-12238806
23,7,331,520,1.189,1.189,-12174048
23,8,329,512,1.064,1.064,-12374011
23,9,329,505,0.903,0.903,-9807570
23,10,327,494,1.442,1.442,-10466013
23,11,324,486,1.102,1.102,-9084875
23,12,323,474,1.553,1.553,-10462656
23,13,320,459,1.973,1.973,-10002616
23,14,315,447,1.677,1.677,-12041676
23,15,312,433,1.847,1.847,-8098493
23,16,304,422,1.755,1.755,-9743058
23,17,298,410,1.731,1.731,-7440305
23,18,293,404,1.008,1.008,-7966649
23,19,280,393,2.197,2.197,-12105674
23,20,277,385,1.102,1.102,-12304078
23,21,271,381,0.930,0.930,-11776958
23,22,261,376,1.442,1.442,-10462646
23,23,249,363,2.282,2.282,-11908811
23,24,247,373,1.316,1.316,-11251390
23,25,239,375,1.064,1.064,-11513537
23,26,233,377,0.816,0.816,-11448258
23,27,227,374,0.865,0.865,-11055042
23,28,221,375,0.785,0.785,-10068407
23,29,243,392,3.587,3.587,-12500681
23,30,238,397,0.912,0.912,-12039620
23,31,235,403,0.865,0.865,-12895186
23,32,233,411,1.064,1.064,-12238026
23,33,229,421,1.389,1.389,-11909841
23,34,235,417,0.930,0.930,-12173523
23,35,220,393,3.651,3.651,-11055300
23,36,214,401,1.290,1.290,-12304080
23,37,206,401,1.032,1.032,-12700897
23,38,199,403,0.939,0.939,-10727105
23,39,190,406,1.224,1.224,-11055555
23,40,183,409,0.982,0.982,-10331832
23,41,181,413,0.577,0.577,-10332349
23,42,199,423,2.656,2.656,-12763342
23,43,197,428,0.695,0.695,-12566223
23,44,197,434,0.774,0.774,-11776447
23,45,197,442,1.032,1.032,-12302789
23,46,193,453,1.510,1.510,-10595018
23,47,194,463,1.296,1.296,-6979234
