C1,C2,C3,C4,C5,C6,C7
71,1,330,581,-1.000,-1.000,-13026514
71,2,292,537,7.500,7.500,-11646669
71,3,285,531,1.189,1.189,-8819648
71,4,279,524,1.189,1.189,-8755134
71,5,265,513,2.297,2.297,-8755136
71,6,258,502,1.682,1.682,-13093596
71,7,250,499,1.102,1.102,-13552859
71,8,240,491,1.652,1.652,-11580096
71,9,228,486,1.677,1.677,-12960979
71,10,223,479,1.110,1.110,-12701423
71,11,213,481,1.316,1.316,-8097456
71,12,204,477,1.271,1.271,-8228788
71,13,191,473,1.755,1.755,-8360376
71,14,182,470,1.224,1.224,-8293554
71,15,171,466,1.510,1.510,-13092307
71,16,157,459,2.019,2.019,-12303304
71,17,146,459,1.419,1.419,-9806268
71,18,151,445,1.918,1.918,-11647177
71,19,145,445,0.774,0.774,-10856899
71,20,140,460,2.040,2.040,-12502738
71,21,132,463,1.102,1.102,-10265265
71,22,139,454,1.471,1.471,-11186888
71,23,144,441,1.797,1.797,-6844801
71,24,136,447,1.290,1.290,-7568271
71,25,149,439,1.969,1.969,-12897757
71,26,147,440,0.288,0.288,-8554908
71,27,134,463,3.408,3.408,-12567504
71,28,134,465,0.258,0.258,-13423331
71,29,132,466,0.288,0.288,-12239053
71,30,127,469,0.752,0.752,-8291734
71,31,123,474,0.826,0.826,-8489116
71,32,120,480,0.865,0.865,-7568014
71,33,118,485,0.695,0.695,-7041408
71,34,118,493,1.032,1.032,-15066355
71,35,132,495,1.824,1.824,-14014437
71,36,133,500,0.658,0.658,-10921396
71,37,132,511,1.425,1.425,-12894926
71,38,141,503,1.553,1.553,-13092044
71,39,144,509,0.865,0.865,-13026763
71,40,144,510,0.129,0.129,-13421272
71,41,146,513,0.465,0.465,-12105153
71,42,134,517,1.632,1.632,-12960460
71,43,125,525,1.553,1.553,-11118769
71,44,128,527,0.465,0.465,-12171716
71,45,128,534,0.903,0.903,-12894665
71,46,124,535,0.532,0.532,-11316672
71,47,133,549,2.147,2.147,-12434114
