C1,C2,C3,C4,C5,C6,C7
10,1,334,581,-1.000,-1.000,-12304599
10,2,306,594,3.982,3.982,-12829397
10,3,302,598,0.730,0.730,-12829395
10,4,300,598,0.258,0.258,-12829143
10,5,301,598,0.129,0.129,-12500948
10,6,297,607,1.271,1.271,-12632018
10,7,297,607,0.000,0.000,-12894936
10,8,290,608,0.912,0.912,-12698327
10,9,288,608,0.258,0.258,-12697557
10,10,299,617,1.833,1.833,-12631767
10,11,298,617,0.129,0.129,-12500948
10,12,284,598,3.045,3.045,-12830424
10,13,283,597,0.182,0.182,-12764118
10,14,278,598,0.658,0.658,-12434386
10,15,276,597,0.288,0.288,-12434385
10,16,272,596,0.532,0.532,-10924761
10,17,265,595,0.912,0.912,-8425152
10,18,264,595,0.129,0.129,-9148871
10,19,259,593,0.695,0.695,-9478606
10,20,252,595,0.939,0.939,-9279946
10,21,248,594,0.532,0.532,-8293564
10,22,245,593,0.408,0.408,-8096955
10,23,240,591,0.695,0.695,-9741780
10,24,234,590,0.785,0.785,-9873364
10,25,227,591,0.912,0.912,-12238036
10,26,224,583,1.102,1.102,-11382214
10,27,219,580,0.752,0.752,-11776455
10,28,218,579,0.182,0.182,-11251141
10,29,210,586,1.371,1.371,-12369362
10,30,210,586,0.000,0.000,-12499919
10,31,204,583,0.865,0.865,-12500178
10,32,199,583,0.645,0.645,-11974604
10,33,192,582,0.912,0.912,-12434386
10,34,189,580,0.465,0.465,-12107481
10,35,190,591,1.425,1.425,-11514313
10,36,202,570,3.120,3.120,-11184319
10,37,198,566,0.730,0.730,-11512771
10,38,196,555,1.442,1.442,-11775685
10,39,194,559,0.577,0.577,-10460083
10,40,194,551,1.032,1.032,-11052481
10,41,193,545,0.785,0.785,-10727115
10,42,190,539,0.865,0.865,-9542342
10,43,189,533,0.785,0.785,-8754366
10,44,188,530,0.408,0.408,-9214917
10,45,187,526,0.532,0.532,-8030132
10,46,183,522,0.730,0.730,-7767471
