C1,C2,C3,C4,C5,C6,C7
75,1,322,579,-1.000,-1.000,-12960722
75,2,369,583,6.085,6.085,-13355220
75,3,372,591,1.102,1.102,-13289684
75,4,373,591,0.129,0.129,-13223893
75,5,376,597,0.865,0.865,-13223893
75,6,364,597,1.548,1.548,-13421272
75,7,363,605,1.040,1.040,-13157587
75,8,363,607,0.258,0.258,-12829135
75,9,363,613,0.774,0.774,-13157841
75,10,363,619,0.774,0.774,-13091276
75,11,364,625,0.785,0.785,-12697039
75,12,356,629,1.154,1.154,-13024972
75,13,355,633,0.532,0.532,-12500428
75,14,357,640,0.939,0.939,-7306920
75,15,356,644,0.532,0.532,-9674955
75,16,353,652,1.102,1.102,-7371943
75,17,347,659,1.189,1.189,-6977955
75,18,345,668,1.189,1.189,-7241127
75,19,339,671,0.865,0.865,-9741002
75,20,334,681,1.442,1.442,-7765416
75,21,333,690,1.168,1.168,-13090767
75,22,326,695,1.110,1.110,-13353945
75,23,323,704,1.224,1.224,-13157073
75,24,318,711,1.110,1.110,-13288144
75,25,311,715,1.040,1.040,-13353939
75,26,309,724,1.189,1.189,-11643078
75,27,298,725,1.425,1.425,-7897256
75,28,295,732,0.982,0.982,-7240614
75,29,288,736,1.040,1.040,-8226480
75,30,281,739,0.982,0.982,-11581923
75,31,275,746,1.189,1.189,-8292273
75,32,266,749,1.224,1.224,-8949944
75,33,262,753,0.730,0.730,-11384532
75,34,255,759,1.189,1.189,-11775935
75,35,245,762,1.347,1.347,-12762313
75,36,239,771,1.395,1.395,-13420759
75,37,231,777,1.290,1.290,-13223380
75,38,225,779,0.816,0.816,-11710663
75,39,214,771,1.755,1.755,-14605287
75,40,215,773,0.288,0.288,-12565720
75,41,212,772,0.408,0.408,-11119046
75,42,212,772,0.000,0.000,-12237527
75,43,204,769,1.102,1.102,-7894407
75,44,198,762,1.189,1.189,-15460091
75,45,193,759,0.752,0.752,-13421530
75,46,189,754,0.826,0.826,-11907269
75,47,183,747,1.189,1.189,-13157587
