C1,C2,C3,C4,C5,C6,C7
7,1,328,580,-1.000,-1.000,-13355477
7,2,294,611,5.935,5.935,-13158100
7,3,286,615,1.154,1.154,-13092054
7,4,284,619,0.577,0.577,-11383504
7,5,276,622,1.102,1.102,-7439787
7,6,273,625,0.547,0.547,-11319523
7,7,266,629,1.040,1.040,-7964848
7,8,261,632,0.752,0.752,-7965618
7,9,262,641,1.168,1.168,-7767473
7,10,258,622,2.505,2.505,-8097204
7,11,253,623,0.658,0.658,-9478089
7,12,246,625,0.939,0.939,-8359606
7,13,243,625,0.387,0.387,-8819385
7,14,240,623,0.465,0.465,-9345729
7,15,232,621,1.064,1.064,-12172746
7,16,242,633,2.015,2.015,-12830689
7,17,240,637,0.577,0.577,-12763091
7,18,238,637,0.258,0.258,-12962010
7,19,237,635,0.288,0.288,-12565450
7,20,254,611,3.794,3.794,-8885439
7,21,248,605,1.095,1.095,-8623546
7,22,246,603,0.365,0.365,-9412296
7,23,241,605,0.695,0.695,-9675209
7,24,241,603,0.258,0.258,-10202578
7,25,238,601,0.465,0.465,-10070224
7,26,230,595,1.290,1.290,-11449801
7,27,228,593,0.365,0.365,-12566739
7,28,228,591,0.258,0.258,-10001066
7,29,222,588,0.865,0.865,-11118777
7,30,223,584,0.532,0.532,-11514311
7,31,220,596,1.596,1.596,-12829395
7,32,215,597,0.658,0.658,-12763340
7,33,210,599,0.695,0.695,-13158100
7,34,206,597,0.577,0.577,-11973827
7,35,198,597,1.032,1.032,-12894675
7,36,190,597,1.032,1.032,-12698328
7,37,184,599,0.816,0.816,-8754618
7,38,180,601,0.577,0.577,-7964078
7,39,180,600,0.129,0.129,-7964080
7,40,169,601,1.425,1.425,-8687801
7,41,166,602,0.408,0.408,-7371423
7,42,158,603,1.040,1.040,-7371676
7,43,156,605,0.365,0.365,-7502495
7,44,151,605,0.645,0.645,-10067904
7,45,142,607,1.189,1.189,-10528185
7,46,140,607,0.258,0.258,-8949928
7,47,136,612,0.826,0.826,-10526640
