8.000000000000000000e+00,1.820000000000000000e+02,1.782000000000000000e+03
8.000000000000000000e+00,4.620000000000000000e+02,1.920000000000000000e+03
8.000000000000000000e+00,5.090000000000000000e+02,1.619000000000000000e+03
8.000000000000000000e+00,5.200000000000000000e+02,1.579000000000000000e+03
8.000000000000000000e+00,5.200000000000000000e+02,1.582000000000000000e+03
8.000000000000000000e+00,5.200000000000000000e+02,1.608000000000000000e+03
8.000000000000000000e+00,5.240000000000000000e+02,1.556000000000000000e+03
8.000000000000000000e+00,5.330000000000000000e+02,1.492000000000000000e+03
8.000000000000000000e+00,5.450000000000000000e+02,1.495000000000000000e+03
8.000000000000000000e+00,5.630000000000000000e+02,1.330000000000000000e+03
8.000000000000000000e+00,1.412000000000000000e+03,1.030000000000000000e+03
9.000000000000000000e+00,4.550000000000000000e+02,1.084000000000000000e+03
9.000000000000000000e+00,5.360000000000000000e+02,1.454000000000000000e+03
9.000000000000000000e+00,5.750000000000000000e+02,1.260000000000000000e+03
9.000000000000000000e+00,5.980000000000000000e+02,1.195000000000000000e+03
9.000000000000000000e+00,6.450000000000000000e+02,1.019000000000000000e+03
9.000000000000000000e+00,7.470000000000000000e+02,9.930000000000000000e+02
9.000000000000000000e+00,7.490000000000000000e+02,9.930000000000000000e+02
9.000000000000000000e+00,7.980000000000000000e+02,1.007000000000000000e+03
9.000000000000000000e+00,8.030000000000000000e+02,9.930000000000000000e+02
9.000000000000000000e+00,8.510000000000000000e+02,8.460000000000000000e+02
9.000000000000000000e+00,8.950000000000000000e+02,4.090000000000000000e+02
9.000000000000000000e+00,1.207000000000000000e+03,1.911000000000000000e+03
9.000000000000000000e+00,1.256000000000000000e+03,1.894000000000000000e+03
9.000000000000000000e+00,1.913000000000000000e+03,8.440000000000000000e+02
9.000000000000000000e+00,1.920000000000000000e+03,8.240000000000000000e+02
9.000000000000000000e+00,2.007000000000000000e+03,1.520000000000000000e+02
1.000000000000000000e+01,1.000000000000000000e+01,1.303000000000000000e+03
1.000000000000000000e+01,7.800000000000000000e+01,8.520000000000000000e+02
1.000000000000000000e+01,1.220000000000000000e+02,1.208000000000000000e+03
1.000000000000000000e+01,1.460000000000000000e+02,1.541000000000000000e+03
1.000000000000000000e+01,4.840000000000000000e+02,1.762000000000000000e+03
1.000000000000000000e+01,5.750000000000000000e+02,1.254000000000000000e+03
1.000000000000000000e+01,7.440000000000000000e+02,9.800000000000000000e+02
1.000000000000000000e+01,7.890000000000000000e+02,9.990000000000000000e+02
1.000000000000000000e+01,8.000000000000000000e+02,9.990000000000000000e+02
1.000000000000000000e+01,8.780000000000000000e+02,7.790000000000000000e+02
1.000000000000000000e+01,8.980000000000000000e+02,4.080000000000000000e+02
1.000000000000000000e+01,9.480000000000000000e+02,7.240000000000000000e+02
1.000000000000000000e+01,9.570000000000000000e+02,6.670000000000000000e+02
