"","Track_Number","Slice_number","X","Y","Distance","Velocity","Pixel_value","Filename","X_centre","Y_centre","Radius","Distance_from_Centre","Include","condition"
"511",44,6,335,632,0.577,0.577,-12104908,"CG42342_10",327.5,577.5,210.5,55.0136346735971,FALSE,"CG42342 RNAi"
"512",44,7,332,638,0.865,0.865,-11777487,"CG42342_10",327.5,577.5,210.5,60.6671245403967,FALSE,"CG42342 RNAi"
"513",44,8,335,642,0.645,0.645,-11910362,"CG42342_10",327.5,577.5,210.5,64.9345824657401,FALSE,"CG42342 RNAi"
"514",44,9,336,645,0.408,0.408,-8162997,"CG42342_10",327.5,577.5,210.5,68.0330801889787,FALSE,"CG42342 RNAi"
"515",44,10,336,649,0.516,0.516,-7899322,"CG42342_10",327.5,577.5,210.5,72.0034721385018,FALSE,"CG42342 RNAi"
"516",44,11,344,627,3.02,3.02,-12369622,"CG42342_10",327.5,577.5,210.5,52.1775813927783,FALSE,"CG42342 RNAi"
"517",44,12,349,623,0.826,0.826,-11844046,"CG42342_10",327.5,577.5,210.5,50.3239505603445,FALSE,"CG42342 RNAi"
"518",44,13,354,623,0.645,0.645,-12171983,"CG42342_10",327.5,577.5,210.5,52.6545344676031,FALSE,"CG42342 RNAi"
"519",44,14,357,623,0.387,0.387,-12040398,"CG42342_10",327.5,577.5,210.5,54.2263773453473,FALSE,"CG42342 RNAi"
"520",44,15,360,623,0.387,0.387,-12039630,"CG42342_10",327.5,577.5,210.5,55.9151142357771,FALSE,"CG42342 RNAi"
"521",44,16,365,627,0.826,0.826,-11777487,"CG42342_10",327.5,577.5,210.5,62.1007246334534,FALSE,"CG42342 RNAi"
"522",44,17,371,629,0.816,0.816,-8556215,"CG42342_10",327.5,577.5,210.5,67.4129067760766,FALSE,"CG42342 RNAi"
"523",44,18,371,629,0,0,-8556215,"CG42342_10",327.5,577.5,210.5,67.4129067760766,FALSE,"CG42342 RNAi"
"524",44,19,371,631,0.258,0.258,-8161978,"CG42342_10",327.5,577.5,210.5,68.9528824633169,FALSE,"CG42342 RNAi"
"525",44,20,375,631,0.516,0.516,-8491713,"CG42342_10",327.5,577.5,210.5,71.5436929435432,FALSE,"CG42342 RNAi"
"526",44,21,375,627,0.516,0.516,-7766961,"CG42342_10",327.5,577.5,210.5,68.6039357471567,FALSE,"CG42342 RNAi"
"527",44,22,369,614,1.847,1.847,-10790855,"CG42342_10",327.5,577.5,210.5,55.2675311552814,FALSE,"CG42342 RNAi"
"528",44,23,373,613,0.532,0.532,-10724548,"CG42342_10",327.5,577.5,210.5,57.7104843161102,FALSE,"CG42342 RNAi"
"529",44,24,375,609,0.577,0.577,-9935807,"CG42342_10",327.5,577.5,210.5,56.9956138663319,FALSE,"CG42342 RNAi"
"530",44,25,381,608,0.785,0.785,-10791627,"CG42342_10",327.5,577.5,210.5,61.5832769508087,FALSE,"CG42342 RNAi"
"531",44,26,385,605,0.645,0.645,-11646685,"CG42342_10",327.5,577.5,210.5,63.7377439199098,FALSE,"CG42342 RNAi"
"532",44,27,388,603,0.465,0.465,-8819648,"CG42342_10",327.5,577.5,210.5,65.6543981771214,FALSE,"CG42342 RNAi"
"533",44,28,392,602,0.532,0.532,-7373493,"CG42342_10",327.5,577.5,210.5,68.9963767164624,FALSE,"CG42342 RNAi"
"534",44,29,394,601,0.288,0.288,-7834558,"CG42342_10",327.5,577.5,210.5,70.5301354032445,FALSE,"CG42342 RNAi"
"535",44,30,393,601,0.129,0.129,-8491974,"CG42342_10",327.5,577.5,210.5,69.5880736908272,FALSE,"CG42342 RNAi"
"536",44,31,381,601,1.548,1.548,-8093093,"CG42342_10",327.5,577.5,210.5,58.4337231399814,FALSE,"CG42342 RNAi"
"537",44,32,390,600,1.168,1.168,-7570359,"CG42342_10",327.5,577.5,210.5,66.4266512779321,FALSE,"CG42342 RNAi"
"538",44,33,389,597,0.408,0.408,-9937870,"CG42342_10",327.5,577.5,210.5,64.5174395028197,FALSE,"CG42342 RNAi"
"539",44,34,393,595,0.577,0.577,-11781620,"CG42342_10",327.5,577.5,210.5,67.7974925790032,FALSE,"CG42342 RNAi"
"540",44,35,395,593,0.365,0.365,-10203358,"CG42342_10",327.5,577.5,210.5,69.2567686222798,FALSE,"CG42342 RNAi"
"541",44,36,399,591,0.577,0.577,-7439800,"CG42342_10",327.5,577.5,210.5,72.7633149327324,FALSE,"CG42342 RNAi"
"542",44,37,399,590,0.129,0.129,-9282004,"CG42342_10",327.5,577.5,210.5,72.5844335928855,FALSE,"CG42342 RNAi"
"543",44,38,403,585,0.826,0.826,-10795244,"CG42342_10",327.5,577.5,210.5,75.871602065595,FALSE,"CG42342 RNAi"
"544",44,39,407,584,0.532,0.532,-6847666,"CG42342_10",327.5,577.5,210.5,79.7652806677191,FALSE,"CG42342 RNAi"
"545",44,40,405,583,0.288,0.288,-10992625,"CG42342_10",327.5,577.5,210.5,77.6949161786021,FALSE,"CG42342 RNAi"
"546",44,41,407,587,0.577,0.577,-8031937,"CG42342_10",327.5,577.5,210.5,80.0655981055534,FALSE,"CG42342 RNAi"
"547",44,42,402,585,0.695,0.695,-8163523,"CG42342_10",327.5,577.5,210.5,74.8765650921568,FALSE,"CG42342 RNAi"
"548",44,43,399,581,0.645,0.645,-7701946,"CG42342_10",327.5,577.5,210.5,71.5856130797243,FALSE,"CG42342 RNAi"
"549",44,44,402,583,0.465,0.465,-7176628,"CG42342_10",327.5,577.5,210.5,74.7027442601676,FALSE,"CG42342 RNAi"
"550",44,45,402,581,0.258,0.258,-8887249,"CG42342_10",327.5,577.5,210.5,74.5821694508815,FALSE,"CG42342 RNAi"
"551",44,46,402,581,0,0,-8558282,"CG42342_10",327.5,577.5,210.5,74.5821694508815,FALSE,"CG42342 RNAi"
"552",44,47,405,577,0.645,0.645,-8624074,"CG42342_10",327.5,577.5,210.5,77.5016128864426,FALSE,"CG42342 RNAi"
"553",36,2,369,602,5.137,5.137,-12829135,"CG42342_2",327.5,577.5,210.5,48.192323040086,FALSE,"CG42342 RNAi"
"554",36,3,381,605,1.596,1.596,-12303051,"CG42342_2",327.5,577.5,210.5,60.153969112603,FALSE,"CG42342 RNAi"
"555",36,4,387,610,1.008,1.008,-7898796,"CG42342_2",327.5,577.5,210.5,67.7974925790032,FALSE,"CG42342 RNAi"
"556",36,5,391,616,0.93,0.93,-7570092,"CG42342_2",327.5,577.5,210.5,74.2596795037522,FALSE,"CG42342 RNAi"
"557",36,6,396,623,1.11,1.11,-7636653,"CG42342_2",327.5,577.5,210.5,82.2344210169926,FALSE,"CG42342 RNAi"
"558",36,7,402,631,1.29,1.29,-7635887,"CG42342_2",327.5,577.5,210.5,91.7196816392207,FALSE,"CG42342 RNAi"
"559",36,8,408,639,1.29,1.29,-7832751,"CG42342_2",327.5,577.5,210.5,101.303997946774,FALSE,"CG42342 RNAi"
"560",36,9,411,645,0.865,0.865,-10658752,"CG42342_2",327.5,577.5,210.5,107.370852655644,FALSE,"CG42342 RNAi"
"561",36,10,419,659,2.08,2.08,-12368072,"CG42342_2",327.5,577.5,210.5,122.533668842486,FALSE,"CG42342 RNAi"
"562",36,11,422,664,0.752,0.752,-12302281,"CG42342_2",327.5,577.5,210.5,128.11127975319,FALSE,"CG42342 RNAi"
"563",36,12,425,675,1.471,1.471,-12368071,"CG42342_2",327.5,577.5,210.5,137.885822331377,FALSE,"CG42342 RNAi"
"564",36,13,429,679,0.73,0.73,-11776196,"CG42342_2",327.5,577.5,210.5,143.542676580869,FALSE,"CG42342 RNAi"
"565",36,14,431,688,1.189,1.189,-6911649,"CG42342_2",327.5,577.5,210.5,151.401783344847,FALSE,"CG42342 RNAi"
"566",36,15,434,697,1.224,1.224,-6583199,"CG42342_2",327.5,577.5,210.5,160.070297057262,FALSE,"CG42342 RNAi"
"567",36,16,435,705,1.04,1.04,-6781344,"CG42342_2",327.5,577.5,210.5,166.770800801579,FALSE,"CG42342 RNAi"
"568",36,17,440,715,1.442,1.442,-7372454,"CG42342_2",327.5,577.5,210.5,177.658380044399,FALSE,"CG42342 RNAi"
"569",36,18,441,727,1.553,1.553,-8290974,"CG42342_2",327.5,577.5,210.5,187.703223200882,FALSE,"CG42342 RNAi"
"570",36,19,447,737,1.504,1.504,-11973563,"CG42342_2",327.5,577.5,210.5,199.300025087806,FALSE,"CG42342 RNAi"
"571",36,20,451,742,0.826,0.826,-12170174,"CG42342_2",327.5,577.5,210.5,205.700024307242,FALSE,"CG42342 RNAi"
"572",36,21,449,749,0.939,0.939,-11908041,"CG42342_2",327.5,577.5,210.5,210.177306101301,FALSE,"CG42342 RNAi"
"573",36,22,452,756,0.982,0.982,-9802919,"CG42342_2",327.5,577.5,210.5,217.629271928204,TRUE,"CG42342 RNAi"
"574",36,23,453,765,1.168,1.168,-13617371,"CG42342_2",327.5,577.5,210.5,225.624688365436,TRUE,"CG42342 RNAi"
"575",36,24,450,770,0.752,0.752,-8552591,"CG42342_2",327.5,577.5,210.5,228.172084182093,TRUE,"CG42342 RNAi"
"576",36,25,446,773,0.645,0.645,-7499903,"CG42342_2",327.5,577.5,210.5,228.609929793087,TRUE,"CG42342 RNAi"
"577",36,26,457,765,1.755,1.755,-8421264,"CG42342_2",327.5,577.5,210.5,227.87386862034,TRUE,"CG42342 RNAi"
"578",36,27,445,768,1.596,1.596,-12827595,"CG42342_2",327.5,577.5,210.5,223.822474296037,TRUE,"CG42342 RNAi"
"579",36,28,437,774,1.29,1.29,-13157323,"CG42342_2",327.5,577.5,210.5,224.94999444321,TRUE,"CG42342 RNAi"
"580",36,29,433,779,0.826,0.826,-12104899,"CG42342_2",327.5,577.5,210.5,227.447796208273,TRUE,"CG42342 RNAi"
"581",36,30,428,777,0.695,0.695,-13354448,"CG42342_2",327.5,577.5,210.5,223.384198187786,TRUE,"CG42342 RNAi"
"582",36,31,423,781,0.826,0.826,-13419982,"CG42342_2",327.5,577.5,210.5,224.794350462817,TRUE,"CG42342 RNAi"
"583",36,32,417,785,0.93,0.93,-13815001,"CG42342_2",327.5,577.5,210.5,225.978981323485,TRUE,"CG42342 RNAi"
"584",36,33,414,787,0.465,0.465,-14604519,"CG42342_2",327.5,577.5,210.5,226.655024210804,TRUE,"CG42342 RNAi"
"585",36,34,407,789,0.939,0.939,-13881046,"CG42342_2",327.5,577.5,210.5,225.948002867917,TRUE,"CG42342 RNAi"
"586",36,35,405,790,0.288,0.288,-14143968,"CG42342_2",327.5,577.5,210.5,226.19129072535,TRUE,"CG42342 RNAi"
"587",36,36,398,793,0.982,0.982,-14473701,"CG42342_2",327.5,577.5,210.5,226.738836549895,TRUE,"CG42342 RNAi"
"588",36,37,393,795,0.695,0.695,-11907780,"CG42342_2",327.5,577.5,210.5,227.148629755938,TRUE,"CG42342 RNAi"
"589",36,38,383,798,1.347,1.347,-11709625,"CG42342_2",327.5,577.5,210.5,227.377439514126,TRUE,"CG42342 RNAi"
"590",36,39,377,797,0.785,0.785,-12828106,"CG42342_2",327.5,577.5,210.5,225.012221890279,TRUE,"CG42342 RNAi"
"591",36,40,370,797,0.903,0.903,-12302279,"CG42342_2",327.5,577.5,210.5,223.576608794391,TRUE,"CG42342 RNAi"
"592",36,41,362,799,1.064,1.064,-12696267,"CG42342_2",327.5,577.5,210.5,224.170693891954,TRUE,"CG42342 RNAi"
"593",36,42,355,803,1.04,1.04,-11644097,"CG42342_2",327.5,577.5,210.5,227.170640708697,TRUE,"CG42342 RNAi"
"594",36,43,345,802,1.296,1.296,-13815771,"CG42342_2",327.5,577.5,210.5,225.181038278093,TRUE,"CG42342 RNAi"
"595",36,44,339,804,0.816,0.816,-11381438,"CG42342_2",327.5,577.5,210.5,226.79175470021,TRUE,"CG42342 RNAi"
"596",36,45,330,803,1.168,1.168,-13816028,"CG42342_2",327.5,577.5,210.5,225.513857667328,TRUE,"CG42342 RNAi"
"597",36,46,323,803,0.903,0.903,-14276582,"CG42342_2",327.5,577.5,210.5,225.544895752486,TRUE,"CG42342 RNAi"
"598",36,47,315,803,1.032,1.032,-14933999,"CG42342_2",327.5,577.5,210.5,225.846186596099,TRUE,"CG42342 RNAi"
"599",37,2,295,609,5.583,5.583,-12106439,"CG42342_3",327.5,577.5,210.5,45.2603579305334,FALSE,"CG42342 RNAi"
"600",37,3,288,617,1.371,1.371,-12237774,"CG42342_3",327.5,577.5,210.5,55.8614357137373,FALSE,"CG42342 RNAi"
"601",37,4,288,627,1.29,1.29,-11975641,"CG42342_3",327.5,577.5,210.5,63.3285085881548,FALSE,"CG42342 RNAi"
"602",37,5,288,638,1.419,1.419,-7832751,"CG42342_3",327.5,577.5,210.5,72.2530276182251,FALSE,"CG42342 RNAi"
"603",37,6,280,640,1.064,1.064,-7373481,"CG42342_3",327.5,577.5,210.5,78.5015923405379,FALSE,"CG42342 RNAi"
"604",37,7,276,647,1.04,1.04,-7373481,"CG42342_3",327.5,577.5,210.5,86.5014450746344,FALSE,"CG42342 RNAi"
"605",37,8,272,655,1.154,1.154,-7570858,"CG42342_3",327.5,577.5,210.5,95.323134652612,FALSE,"CG42342 RNAi"
"606",37,9,274,667,1.569,1.569,-7831461,"CG42342_3",327.5,577.5,210.5,104.271280801571,FALSE,"CG42342 RNAi"
"607",37,10,271,675,1.102,1.102,-12433865,"CG42342_3",327.5,577.5,210.5,112.687621325503,FALSE,"CG42342 RNAi"
"608",37,11,269,683,1.064,1.064,-12828623,"CG42342_3",327.5,577.5,210.5,120.633743206451,FALSE,"CG42342 RNAi"
"609",37,12,268,689,0.785,0.785,-12894416,"CG42342_3",327.5,577.5,210.5,126.382356363537,FALSE,"CG42342 RNAi"
"610",37,13,266,696,0.939,0.939,-12697296,"CG42342_3",327.5,577.5,210.5,133.50842670034,FALSE,"CG42342 RNAi"
"611",37,14,267,705,1.168,1.168,-12499919,"CG42342_3",327.5,577.5,210.5,141.125830378425,FALSE,"CG42342 RNAi"
"612",37,15,267,714,1.161,1.161,-9344700,"CG42342_3",327.5,577.5,210.5,149.306731261521,FALSE,"CG42342 RNAi"
"613",37,16,264,726,1.596,1.596,-8228022,"CG42342_3",327.5,577.5,210.5,161.506965794049,FALSE,"CG42342 RNAi"
"614",37,17,268,733,1.04,1.04,-8162229,"CG42342_3",327.5,577.5,210.5,166.494744661806,FALSE,"CG42342 RNAi"
"615",37,18,269,743,1.296,1.296,-7964850,"CG42342_3",327.5,577.5,210.5,175.53489681542,FALSE,"CG42342 RNAi"
"616",37,19,267,751,1.064,1.064,-8095664,"CG42342_3",327.5,577.5,210.5,183.74574825013,FALSE,"CG42342 RNAi"
"617",37,20,267,757,0.774,0.774,-12368082,"CG42342_3",327.5,577.5,210.5,189.42148769345,FALSE,"CG42342 RNAi"
"618",37,21,266,765,1.04,1.04,-12959439,"CG42342_3",327.5,577.5,210.5,197.328406470027,FALSE,"CG42342 RNAi"
"619",37,22,266,772,0.903,0.903,-12959439,"CG42342_3",327.5,577.5,210.5,203.991421388253,FALSE,"CG42342 RNAi"
"620",37,23,264,779,0.939,0.939,-12434126,"CG42342_3",327.5,577.5,210.5,211.268786146937,TRUE,"CG42342 RNAi"
"621",37,24,264,794,1.935,1.935,-13222866,"CG42342_3",327.5,577.5,210.5,225.620256182817,TRUE,"CG42342 RNAi"
"622",37,25,255,793,1.168,1.168,-13355739,"CG42342_3",327.5,577.5,210.5,227.368643396577,TRUE,"CG42342 RNAi"
"623",37,26,256,797,0.532,0.532,-8487576,"CG42342_3",327.5,577.5,210.5,230.851683987793,TRUE,"CG42342 RNAi"
"624",37,27,259,797,0.387,0.387,-8816802,"CG42342_3",327.5,577.5,210.5,229.940209619805,TRUE,"CG42342 RNAi"
"625",37,28,273,791,1.965,1.965,-13222349,"CG42342_3",327.5,577.5,210.5,220.346318326402,TRUE,"CG42342 RNAi"
"626",37,29,281,792,1.04,1.04,-13355218,"CG42342_3",327.5,577.5,210.5,219.48234553148,TRUE,"CG42342 RNAi"
"627",37,30,287,797,1.008,1.008,-12763343,"CG42342_3",327.5,577.5,210.5,223.205062666598,TRUE,"CG42342 RNAi"
"628",37,31,295,801,1.154,1.154,-13420245,"CG42342_3",327.5,577.5,210.5,225.850614344969,TRUE,"CG42342 RNAi"
"629",37,32,295,801,0,0,-12960211,"CG42342_3",327.5,577.5,210.5,225.850614344969,TRUE,"CG42342 RNAi"
"630",37,33,293,803,0.365,0.365,-12302799,"CG42342_3",327.5,577.5,210.5,228.123869860214,TRUE,"CG42342 RNAi"
"631",37,34,293,805,0.258,0.258,-9078943,"CG42342_3",327.5,577.5,210.5,230.101064751991,TRUE,"CG42342 RNAi"
"632",37,35,293,790,1.935,1.935,-11841989,"CG42342_3",327.5,577.5,210.5,215.282372710819,TRUE,"CG42342 RNAi"
"633",37,36,302,787,1.224,1.224,-12565199,"CG42342_3",327.5,577.5,210.5,211.046203472131,TRUE,"CG42342 RNAi"
"634",37,37,309,787,0.903,0.903,-11512511,"CG42342_3",327.5,577.5,210.5,210.315239580968,FALSE,"CG42342 RNAi"
"635",37,38,315,787,0.774,0.774,-11381438,"CG42342_3",327.5,577.5,210.5,209.872580391055,FALSE,"CG42342 RNAi"
"636",37,39,324,787,1.161,1.161,-11775937,"CG42342_3",327.5,577.5,210.5,209.529234237135,FALSE,"CG42342 RNAi"
"637",37,40,331,787,0.903,0.903,-11314614,"CG42342_3",327.5,577.5,210.5,209.529234237135,FALSE,"CG42342 RNAi"
"638",37,41,340,787,1.161,1.161,-11775167,"CG42342_3",327.5,577.5,210.5,209.872580391055,FALSE,"CG42342 RNAi"
"639",37,42,350,787,1.29,1.29,-13157073,"CG42342_3",327.5,577.5,210.5,210.704769760915,TRUE,"CG42342 RNAi"
"640",37,43,356,787,0.774,0.774,-12827601,"CG42342_3",327.5,577.5,210.5,211.429657333119,TRUE,"CG42342 RNAi"
"641",37,44,368,790,1.596,1.596,-12564421,"CG42342_3",327.5,577.5,210.5,216.324986998728,TRUE,"CG42342 RNAi"
"642",37,45,376,791,1.04,1.04,-12761798,"CG42342_3",327.5,577.5,210.5,218.939489357219,TRUE,"CG42342 RNAi"
"643",37,46,382,795,0.93,0.93,-13353170,"CG42342_3",327.5,577.5,210.5,224.224218138898,TRUE,"CG42342 RNAi"
"644",37,47,389,793,0.939,0.939,-12959439,"CG42342_3",327.5,577.5,210.5,224.103770606387,TRUE,"CG42342 RNAi"
"645",38,2,358,562,4.403,4.403,-11185089,"CG42342_4",327.5,577.5,210.5,34.212570789112,FALSE,"CG42342 RNAi"
"646",38,3,364,562,0.774,0.774,-12764118,"CG42342_4",327.5,577.5,210.5,39.6547601177967,FALSE,"CG42342 RNAi"
"647",38,4,374,564,1.316,1.316,-13092565,"CG42342_4",327.5,577.5,210.5,48.4200371747069,FALSE,"CG42342 RNAi"
"648",38,5,384,562,1.316,1.316,-12500430,"CG42342_4",327.5,577.5,210.5,58.5875413377281,FALSE,"CG42342 RNAi"
"649",38,6,384,562,0,0,-12303827,"CG42342_4",327.5,577.5,210.5,58.5875413377281,FALSE,"CG42342 RNAi"
"650",38,7,388,559,0.645,0.645,-8622008,"CG42342_4",327.5,577.5,210.5,63.2653143515465,FALSE,"CG42342 RNAi"
"651",38,8,394,558,0.785,0.785,-8688575,"CG42342_4",327.5,577.5,210.5,69.3000721500346,FALSE,"CG42342 RNAi"
"652",38,9,399,554,0.826,0.826,-8293817,"CG42342_4",327.5,577.5,210.5,75.2628726531216,FALSE,"CG42342 RNAi"
"653",38,10,407,553,1.04,1.04,-11255016,"CG42342_4",327.5,577.5,210.5,83.1895426120375,FALSE,"CG42342 RNAi"
"654",38,11,417,549,1.389,1.389,-7505329,"CG42342_4",327.5,577.5,210.5,93.9281640403984,FALSE,"CG42342 RNAi"
"655",38,12,425,548,1.04,1.04,-7898536,"CG42342_4",327.5,577.5,210.5,101.865106881601,FALSE,"CG42342 RNAi"
"656",38,13,438,542,1.847,1.847,-12566991,"CG42342_4",327.5,577.5,210.5,116.062483171781,FALSE,"CG42342 RNAi"
"657",38,14,444,538,0.93,0.93,-12238285,"CG42342_4",327.5,577.5,210.5,123.014226819502,FALSE,"CG42342 RNAi"
"658",38,15,454,536,1.316,1.316,-12237256,"CG42342_4",327.5,577.5,210.5,133.133391754285,FALSE,"CG42342 RNAi"
"659",38,16,458,532,0.73,0.73,-11645123,"CG42342_4",327.5,577.5,210.5,138.204558535527,FALSE,"CG42342 RNAi"
"660",38,17,466,530,1.064,1.064,-7898536,"CG42342_4",327.5,577.5,210.5,146.418919542524,FALSE,"CG42342 RNAi"
"661",38,18,475,526,1.271,1.271,-7176100,"CG42342_4",327.5,577.5,210.5,156.232198985996,FALSE,"CG42342 RNAi"
"662",38,19,481,524,0.816,0.816,-7044516,"CG42342_4",327.5,577.5,210.5,162.556144147184,FALSE,"CG42342 RNAi"
"663",38,20,488,520,1.04,1.04,-7307686,"CG42342_4",327.5,577.5,210.5,170.489002577879,FALSE,"CG42342 RNAi"
"664",38,21,494,514,1.095,1.095,-7373733,"CG42342_4",327.5,577.5,210.5,178.197923669161,FALSE,"CG42342 RNAi"
"665",38,22,502,512,1.064,1.064,-9738669,"CG42342_4",327.5,577.5,210.5,186.388036096741,FALSE,"CG42342 RNAi"
"666",38,23,511,508,1.271,1.271,-12959944,"CG42342_4",327.5,577.5,210.5,196.220539189963,FALSE,"CG42342 RNAi"
"667",38,24,519,500,1.459,1.459,-10920877,"CG42342_4",327.5,577.5,210.5,206.587753751281,FALSE,"CG42342 RNAi"
"668",38,25,525,494,1.095,1.095,-12434635,"CG42342_4",327.5,577.5,210.5,214.425977903798,TRUE,"CG42342 RNAi"
"669",38,26,529,488,0.93,0.93,-10921139,"CG42342_4",327.5,577.5,210.5,220.482425603493,TRUE,"CG42342 RNAi"
"670",38,27,536,488,0.903,0.903,-10856121,"CG42342_4",327.5,577.5,210.5,226.897553975357,TRUE,"CG42342 RNAi"
"671",38,28,537,482,0.785,0.785,-8818332,"CG42342_4",327.5,577.5,210.5,230.240092077813,TRUE,"CG42342 RNAi"
"672",38,29,537,481,0.129,0.129,-8028313,"CG42342_4",327.5,577.5,210.5,230.656671267059,TRUE,"CG42342 RNAi"
"673",38,30,535,480,0.288,0.288,-7699089,"CG42342_4",327.5,577.5,210.5,229.265130362208,TRUE,"CG42342 RNAi"
"674",38,31,530,475,0.912,0.912,-10988990,"CG42342_4",327.5,577.5,210.5,226.96365347782,TRUE,"CG42342 RNAi"
"675",38,32,528,469,0.816,0.816,-13619940,"CG42342_4",327.5,577.5,210.5,227.974779306835,TRUE,"CG42342 RNAi"
"676",38,33,523,463,1.008,1.008,-12631757,"CG42342_4",327.5,577.5,210.5,226.562353448228,TRUE,"CG42342 RNAi"
"677",38,34,521,459,0.577,0.577,-11843270,"CG42342_4",327.5,577.5,210.5,226.901961207919,TRUE,"CG42342 RNAi"
"678",38,35,516,452,1.11,1.11,-12764372,"CG42342_4",327.5,577.5,210.5,226.456397569157,TRUE,"CG42342 RNAi"
"679",38,36,512,445,1.04,1.04,-13093594,"CG42342_4",327.5,577.5,210.5,227.148629755938,TRUE,"CG42342 RNAi"
"680",38,37,508,442,0.645,0.645,-12303819,"CG42342_4",327.5,577.5,210.5,225.7000221533,TRUE,"CG42342 RNAi"
"681",38,38,504,437,0.826,0.826,-12566739,"CG42342_4",327.5,577.5,210.5,225.593661258467,TRUE,"CG42342 RNAi"
"682",38,39,504,434,0.387,0.387,-12962012,"CG42342_4",327.5,577.5,210.5,227.474174358321,TRUE,"CG42342 RNAi"
"683",38,40,499,431,0.752,0.752,-11119293,"CG42342_4",327.5,577.5,210.5,225.55376299233,TRUE,"CG42342 RNAi"
"684",38,41,496,426,0.752,0.752,-9803695,"CG42342_4",327.5,577.5,210.5,226.593247913525,TRUE,"CG42342 RNAi"
"685",38,42,490,420,1.095,1.095,-12565971,"CG42342_4",327.5,577.5,210.5,226.301789652667,TRUE,"CG42342 RNAi"
"686",38,43,486,410,1.389,1.389,-7895951,"CG42342_4",327.5,577.5,210.5,230.604640022702,TRUE,"CG42342 RNAi"
"687",38,44,484,409,0.288,0.288,-12896993,"CG42342_4",327.5,577.5,210.5,229.96630187921,TRUE,"CG42342 RNAi"
"688",38,45,479,404,0.912,0.912,-8290458,"CG42342_4",327.5,577.5,210.5,230.335624687107,TRUE,"CG42342 RNAi"
"689",38,46,472,406,0.939,0.939,-10526129,"CG42342_4",327.5,577.5,210.5,224.259893873158,TRUE,"CG42342 RNAi"
"690",38,47,469,398,1.102,1.102,-13225184,"CG42342_4",327.5,577.5,210.5,228.566182975522,TRUE,"CG42342 RNAi"
"691",39,2,362,610,5.93,5.93,-11645121,"CG42342_5",327.5,577.5,210.5,47.3972573046163,FALSE,"CG42342 RNAi"
"692",39,3,354,620,1.652,1.652,-12829397,"CG42342_5",327.5,577.5,210.5,50.0849278725646,FALSE,"CG42342 RNAi"
"693",39,4,361,618,0.939,0.939,-12565964,"CG42342_5",327.5,577.5,210.5,52.5594901040716,FALSE,"CG42342 RNAi"
"694",39,5,373,613,1.677,1.677,-12434639,"CG42342_5",327.5,577.5,210.5,57.7104843161102,FALSE,"CG42342 RNAi"
"695",39,6,383,613,1.29,1.29,-9279158,"CG42342_5",327.5,577.5,210.5,65.8824711133394,FALSE,"CG42342 RNAi"
"696",39,7,388,614,0.658,0.658,-8096436,"CG42342_5",327.5,577.5,210.5,70.657625207758,FALSE,"CG42342 RNAi"
"697",39,8,399,614,1.419,1.419,-7767471,"CG42342_5",327.5,577.5,210.5,80.2776432140356,FALSE,"CG42342 RNAi"
"698",39,9,408,614,1.161,1.161,-7636653,"CG42342_5",327.5,577.5,210.5,88.3883476483184,FALSE,"CG42342 RNAi"
"699",39,10,415,614,0.903,0.903,-7570094,"CG42342_5",327.5,577.5,210.5,94.8077001092211,FALSE,"CG42342 RNAi"
"700",39,11,423,618,1.154,1.154,-7765927,"CG42342_5",327.5,577.5,210.5,103.73282990452,FALSE,"CG42342 RNAi"
"701",39,12,433,624,1.504,1.504,-12236999,"CG42342_5",327.5,577.5,210.5,115.293104737447,FALSE,"CG42342 RNAi"
"702",39,13,437,625,0.532,0.532,-11907780,"CG42342_5",327.5,577.5,210.5,119.358703076064,FALSE,"CG42342 RNAi"
"703",39,14,445,630,1.217,1.217,-12433865,"CG42342_5",327.5,577.5,210.5,128.695376762338,FALSE,"CG42342 RNAi"
"704",39,15,453,633,1.102,1.102,-11973316,"CG42342_5",327.5,577.5,210.5,137.224268990583,FALSE,"CG42342 RNAi"
"705",39,16,462,638,1.328,1.328,-10133180,"CG42342_5",327.5,577.5,210.5,147.480507186543,FALSE,"CG42342 RNAi"
"706",39,17,469,643,1.11,1.11,-7043485,"CG42342_5",327.5,577.5,210.5,155.924661295127,FALSE,"CG42342 RNAi"
"707",39,18,475,647,0.93,0.93,-7306146,"CG42342_5",327.5,577.5,210.5,163.053672145095,FALSE,"CG42342 RNAi"
"708",39,19,482,655,1.371,1.371,-7569571,"CG42342_5",327.5,577.5,210.5,172.848199296377,FALSE,"CG42342 RNAi"
"709",39,20,491,654,1.168,1.168,-7635362,"CG42342_5",327.5,577.5,210.5,180.511772469277,FALSE,"CG42342 RNAi"
"710",39,21,499,660,1.29,1.29,-11117235,"CG42342_5",327.5,577.5,210.5,190.311586615214,FALSE,"CG42342 RNAi"
"711",39,22,505,662,0.816,0.816,-11774135,"CG42342_5",327.5,577.5,210.5,196.587130809725,FALSE,"CG42342 RNAi"
"712",39,23,512,668,1.189,1.189,-11710391,"CG42342_5",327.5,577.5,210.5,205.500608271606,FALSE,"CG42342 RNAi"
"713",39,24,514,667,0.288,0.288,-12038329,"CG42342_5",327.5,577.5,210.5,206.863481552448,FALSE,"CG42342 RNAi"
"714",39,25,521,669,0.939,0.939,-10855858,"CG42342_5",327.5,577.5,210.5,214.043219934666,TRUE,"CG42342 RNAi"
