"","Track_Number","Slice_number","X","Y","Distance","Velocity","Pixel_value","Filename","X_centre","Y_centre","Radius","Distance_from_Centre","Include","condition"
"1",22,2,292,529,7.156,7.156,-9017027,"CG1648_1",327.5,577.5,210.5,60.1040764008565,FALSE,"CG1648 RNAi"
"2",22,3,288,524,0.826,0.826,-12044018,"CG1648_1",327.5,577.5,210.5,66.5018796726829,FALSE,"CG1648 RNAi"
"3",22,4,284,521,0.645,0.645,-9610705,"CG1648_1",327.5,577.5,210.5,71.30567999816,FALSE,"CG1648 RNAi"
"4",22,5,283,519,0.288,0.288,-12438776,"CG1648_1",327.5,577.5,210.5,73.501700660597,FALSE,"CG1648 RNAi"
"5",22,6,277,514,1.008,1.008,-10004949,"CG1648_1",327.5,577.5,210.5,81.1326075015465,FALSE,"CG1648 RNAi"
"6",22,7,274,507,0.982,0.982,-8886982,"CG1648_1",327.5,577.5,210.5,88.5014124181078,FALSE,"CG1648 RNAi"
"7",22,8,272,506,0.288,0.288,-11321323,"CG1648_1",327.5,577.5,210.5,90.5124300855965,FALSE,"CG1648 RNAi"
"8",22,9,265,502,1.04,1.04,-11385825,"CG1648_1",327.5,577.5,210.5,98.0127542720844,FALSE,"CG1648 RNAi"
"9",22,10,262,493,1.224,1.224,-11777223,"CG1648_1",327.5,577.5,210.5,106.913516451382,FALSE,"CG1648 RNAi"
"10",22,11,260,487,0.816,0.816,-10132400,"CG1648_1",327.5,577.5,210.5,112.900398582113,FALSE,"CG1648 RNAi"
"11",22,12,254,481,1.095,1.095,-11909324,"CG1648_1",327.5,577.5,210.5,121.303338783399,FALSE,"CG1648 RNAi"
"12",22,13,249,477,0.826,0.826,-12172494,"CG1648_1",327.5,577.5,210.5,127.524507448568,FALSE,"CG1648 RNAi"
"13",22,14,245,472,0.826,0.826,-10856634,"CG1648_1",327.5,577.5,210.5,133.927219040791,FALSE,"CG1648 RNAi"
"14",22,15,242,465,0.982,0.982,-12041945,"CG1648_1",327.5,577.5,210.5,141.302866212968,FALSE,"CG1648 RNAi"
"15",22,16,239,463,0.465,0.465,-12307186,"CG1648_1",327.5,577.5,210.5,144.715237622028,FALSE,"CG1648 RNAi"
"16",22,17,234,457,1.008,1.008,-11058148,"CG1648_1",327.5,577.5,210.5,152.520490426696,FALSE,"CG1648 RNAi"
"17",22,18,226,454,1.102,1.102,-10795998,"CG1648_1",327.5,577.5,210.5,159.857749264776,FALSE,"CG1648 RNAi"
"18",22,19,220,450,0.93,0.93,-9216196,"CG1648_1",327.5,577.5,210.5,166.770800801579,FALSE,"CG1648 RNAi"
"19",22,20,218,444,0.816,0.816,-10926301,"CG1648_1",327.5,577.5,210.5,172.66296649832,FALSE,"CG1648 RNAi"
"20",22,21,211,437,1.277,1.277,-10594499,"CG1648_1",327.5,577.5,210.5,182.51712248444,FALSE,"CG1648 RNAi"
"21",22,22,204,431,1.189,1.189,-10987959,"CG1648_1",327.5,577.5,210.5,191.610281561298,FALSE,"CG1648 RNAi"
"22",22,23,199,427,0.826,0.826,-11447740,"CG1648_1",327.5,577.5,210.5,197.895174271633,FALSE,"CG1648 RNAi"
"23",22,24,192,428,0.912,0.912,-12369360,"CG1648_1",327.5,577.5,210.5,201.768431623978,FALSE,"CG1648 RNAi"
"24",22,25,184,422,1.29,1.29,-11908811,"CG1648_1",327.5,577.5,210.5,211.595132269152,TRUE,"CG1648 RNAi"
"25",22,26,178,419,0.865,0.865,-10662343,"CG1648_1",327.5,577.5,210.5,217.881848716225,TRUE,"CG1648 RNAi"
"26",22,27,177,408,1.425,1.425,-8948888,"CG1648_1",327.5,577.5,210.5,226.672671489088,TRUE,"CG1648 RNAi"
"27",22,28,170,419,1.682,1.682,-10133162,"CG1648_1",327.5,577.5,210.5,223.446861691992,TRUE,"CG1648 RNAi"
"28",22,29,166,420,0.532,0.532,-9080474,"CG1648_1",327.5,577.5,210.5,225.584795586937,TRUE,"CG1648 RNAi"
"29",22,30,181,412,2.193,2.193,-11516358,"CG1648_1",327.5,577.5,210.5,221.026016568186,TRUE,"CG1648 RNAi"
"30",22,31,185,405,1.04,1.04,-11646918,"CG1648_1",327.5,577.5,210.5,223.746508352644,TRUE,"CG1648 RNAi"
"31",22,32,186,401,0.532,0.532,-10857913,"CG1648_1",327.5,577.5,210.5,226.217815390389,TRUE,"CG1648 RNAi"
"32",22,33,185,393,1.04,1.04,-12042195,"CG1648_1",327.5,577.5,210.5,233.123357903064,TRUE,"CG1648 RNAi"
"33",22,34,186,393,0.129,0.129,-9345202,"CG1648_1",327.5,577.5,210.5,232.513440471728,TRUE,"CG1648 RNAi"
"34",22,35,174,411,2.791,2.791,-7040640,"CG1648_1",327.5,577.5,210.5,226.460813387217,TRUE,"CG1648 RNAi"
"35",22,36,168,412,0.785,0.785,-10265527,"CG1648_1",327.5,577.5,210.5,229.848863386357,TRUE,"CG1648 RNAi"
"36",22,37,166,414,0.365,0.365,-10396853,"CG1648_1",327.5,577.5,210.5,229.814055270778,TRUE,"CG1648 RNAi"
"37",22,38,166,421,0.903,0.903,-7700104,"CG1648_1",327.5,577.5,210.5,224.887749777528,TRUE,"CG1648 RNAi"
"38",22,39,161,424,0.752,0.752,-11054011,"CG1648_1",327.5,577.5,210.5,226.460813387217,TRUE,"CG1648 RNAi"
"39",22,40,155,427,0.865,0.865,-11712713,"CG1648_1",327.5,577.5,210.5,228.924660095849,TRUE,"CG1648 RNAi"
"40",22,41,152,435,1.102,1.102,-5989486,"CG1648_1",327.5,577.5,210.5,226.06746780552,TRUE,"CG1648 RNAi"
"41",22,42,148,435,0.516,0.516,-8686231,"CG1648_1",327.5,577.5,210.5,229.186605193235,TRUE,"CG1648 RNAi"
"42",22,43,145,440,0.752,0.752,-9606819,"CG1648_1",327.5,577.5,210.5,228.500547045297,TRUE,"CG1648 RNAi"
"43",22,44,144,444,0.532,0.532,-6777719,"CG1648_1",327.5,577.5,210.5,226.923996086796,TRUE,"CG1648 RNAi"
"44",22,45,146,434,1.316,1.316,-10134970,"CG1648_1",327.5,577.5,210.5,231.375236358604,TRUE,"CG1648 RNAi"
"45",22,46,148,433,0.288,0.288,-10265524,"CG1648_1",327.5,577.5,210.5,230.435457341096,TRUE,"CG1648 RNAi"
"46",22,47,170,437,2.885,2.885,-9211811,"CG1648_1",327.5,577.5,210.5,211.060417890234,TRUE,"CG1648 RNAi"
"47",34,2,329,587,0.288,0.288,-11645637,"CG1648_10",327.5,577.5,210.5,9.61769203083567,FALSE,"CG1648 RNAi"
"48",34,3,328,588,0.182,0.182,-12895441,"CG1648_10",327.5,577.5,210.5,10.5118980208143,FALSE,"CG1648 RNAi"
"49",34,4,316,575,2.282,2.282,-12830163,"CG1648_10",327.5,577.5,210.5,11.7686022959398,FALSE,"CG1648 RNAi"
"50",34,5,320,577,0.577,0.577,-12369362,"CG1648_10",327.5,577.5,210.5,7.51664818918645,FALSE,"CG1648 RNAi"
"51",34,6,320,583,0.774,0.774,-12763602,"CG1648_10",327.5,577.5,210.5,9.30053761886914,FALSE,"CG1648 RNAi"
"52",34,7,318,584,0.288,0.288,-12829397,"CG1648_10",327.5,577.5,210.5,11.5108644332213,FALSE,"CG1648 RNAi"
"53",34,8,312,587,0.865,0.865,-12895190,"CG1648_10",327.5,577.5,210.5,18.1796589626978,FALSE,"CG1648 RNAi"
"54",34,9,308,589,0.577,0.577,-12828884,"CG1648_10",327.5,577.5,210.5,22.6384628453435,FALSE,"CG1648 RNAi"
"55",34,10,302,591,0.816,0.816,-12566223,"CG1648_10",327.5,577.5,210.5,28.853076092507,FALSE,"CG1648 RNAi"
"56",34,11,296,595,0.93,0.93,-12829136,"CG1648_10",327.5,577.5,210.5,36.0347054934545,FALSE,"CG1648 RNAi"
"57",34,12,284,593,1.569,1.569,-12894929,"CG1648_10",327.5,577.5,210.5,46.1789995560753,FALSE,"CG1648 RNAi"
"58",34,13,276,595,1.064,1.064,-12368844,"CG1648_10",327.5,577.5,210.5,54.3920950138897,FALSE,"CG1648 RNAi"
"59",34,14,268,596,1.04,1.04,-9608636,"CG1648_10",327.5,577.5,210.5,62.3097103186975,FALSE,"CG1648 RNAi"
"60",34,15,274,582,1.965,1.965,-11645639,"CG1648_10",327.5,577.5,210.5,53.6889187821845,FALSE,"CG1648 RNAi"
"61",34,16,266,575,1.371,1.371,-8293041,"CG1648_10",327.5,577.5,210.5,61.5507920338967,FALSE,"CG1648 RNAi"
"62",34,17,262,568,1.04,1.04,-8096183,"CG1648_10",327.5,577.5,210.5,66.1853458100809,FALSE,"CG1648 RNAi"
"63",34,18,258,560,1.154,1.154,-7504816,"CG1648_10",327.5,577.5,210.5,71.669379793605,FALSE,"CG1648 RNAi"
"64",34,19,252,554,1.095,1.095,-8293817,"CG1648_10",327.5,577.5,210.5,79.0727513116876,FALSE,"CG1648 RNAi"
"65",34,20,249,549,0.752,0.752,-9347020,"CG1648_10",327.5,577.5,210.5,83.5134719671024,FALSE,"CG1648 RNAi"
"66",34,21,244,540,1.328,1.328,-9939156,"CG1648_10",327.5,577.5,210.5,91.5341466339202,FALSE,"CG1648 RNAi"
"67",34,22,242,531,1.189,1.189,-8359606,"CG1648_10",327.5,577.5,210.5,97.32676918505,FALSE,"CG1648 RNAi"
"68",34,23,232,526,1.442,1.442,-11317701,"CG1648_10",327.5,577.5,210.5,108.501152067616,FALSE,"CG1648 RNAi"
"69",34,24,226,519,1.189,1.189,-10396085,"CG1648_10",327.5,577.5,210.5,117.151611171166,FALSE,"CG1648 RNAi"
"70",34,25,220,512,1.189,1.189,-10856123,"CG1648_10",327.5,577.5,210.5,125.882882076953,FALSE,"CG1648 RNAi"
"71",34,26,212,501,1.755,1.755,-11251392,"CG1648_10",327.5,577.5,210.5,138.536998668226,FALSE,"CG1648 RNAi"
"72",34,27,209,493,1.102,1.102,-8491962,"CG1648_10",327.5,577.5,210.5,145.54209013203,FALSE,"CG1648 RNAi"
"73",34,28,199,495,1.316,1.316,-11255266,"CG1648_10",327.5,577.5,210.5,152.703961965628,FALSE,"CG1648 RNAi"
"74",34,29,192,491,1.04,1.04,-8162995,"CG1648_10",327.5,577.5,210.5,160.756026325609,FALSE,"CG1648 RNAi"
"75",34,30,182,481,1.824,1.824,-8097202,"CG1648_10",327.5,577.5,210.5,174.592382422602,FALSE,"CG1648 RNAi"
"76",34,31,175,478,0.982,0.982,-9082543,"CG1648_10",327.5,577.5,210.5,182.089263824093,FALSE,"CG1648 RNAi"
"77",34,32,172,470,1.102,1.102,-10658742,"CG1648_10",327.5,577.5,210.5,189.041000843732,FALSE,"CG1648 RNAi"
"78",34,33,164,457,1.969,1.969,-11382716,"CG1648_10",327.5,577.5,210.5,203.1071145972,FALSE,"CG1648 RNAi"
"79",34,34,164,453,0.516,0.516,-11054015,"CG1648_10",327.5,577.5,210.5,205.505474379638,FALSE,"CG1648 RNAi"
"80",34,35,156,480,3.633,3.633,-11447742,"CG1648_10",327.5,577.5,210.5,197.277723020112,FALSE,"CG1648 RNAi"
"81",34,36,146,481,1.296,1.296,-11513533,"CG1648_10",327.5,577.5,210.5,205.558993965236,FALSE,"CG1648 RNAi"
"82",34,37,138,483,1.064,1.064,-11778763,"CG1648_10",327.5,577.5,210.5,211.755755529808,TRUE,"CG1648 RNAi"
"83",34,38,132,485,0.816,0.816,-9476523,"CG1648_10",327.5,577.5,210.5,216.2787553136,TRUE,"CG1648 RNAi"
"84",34,39,126,485,0.774,0.774,-10724789,"CG1648_10",327.5,577.5,210.5,221.717162168381,TRUE,"CG1648 RNAi"
"85",34,40,134,476,1.553,1.553,-8423584,"CG1648_10",327.5,577.5,210.5,218.505148680758,TRUE,"CG1648 RNAi"
"86",34,41,128,467,1.395,1.395,-10002355,"CG1648_10",327.5,577.5,210.5,228.058106630744,TRUE,"CG1648 RNAi"
"87",34,42,129,459,1.04,1.04,-12173524,"CG1648_10",327.5,577.5,210.5,231.180665281507,TRUE,"CG1648 RNAi"
"88",34,43,122,477,2.491,2.491,-11777985,"CG1648_10",327.5,577.5,210.5,228.758606395475,TRUE,"CG1648 RNAi"
"89",34,44,127,474,0.752,0.752,-11844299,"CG1648_10",327.5,577.5,210.5,225.637984390927,TRUE,"CG1648 RNAi"
"90",34,45,127,483,1.161,1.161,-10922425,"CG1648_10",327.5,577.5,210.5,221.65400966371,TRUE,"CG1648 RNAi"
"91",34,46,120,493,1.575,1.575,-11382202,"CG1648_10",327.5,577.5,210.5,224.045754255688,TRUE,"CG1648 RNAi"
"92",34,47,118,496,0.465,0.465,-10987442,"CG1648_10",327.5,577.5,210.5,224.794350462817,TRUE,"CG1648 RNAi"
"93",23,2,329,541,5.162,5.162,-12961749,"CG1648_2",327.5,577.5,210.5,36.5308089152157,FALSE,"CG1648 RNAi"
"94",23,3,329,539,0.258,0.258,-11646667,"CG1648_2",327.5,577.5,210.5,38.529209698617,FALSE,"CG1648 RNAi"
"95",23,4,331,536,0.465,0.465,-12829393,"CG1648_2",327.5,577.5,210.5,41.6473288459176,FALSE,"CG1648 RNAi"
"96",23,5,329,531,0.695,0.695,-12764372,"CG1648_2",327.5,577.5,210.5,46.5241872578125,FALSE,"CG1648 RNAi"
"97",23,6,329,529,0.258,0.258,-12238806,"CG1648_2",327.5,577.5,210.5,48.5231903320464,FALSE,"CG1648 RNAi"
"98",23,7,331,520,1.189,1.189,-12174048,"CG1648_2",327.5,577.5,210.5,57.6064232529672,FALSE,"CG1648 RNAi"
"99",23,8,329,512,1.064,1.064,-12374011,"CG1648_2",327.5,577.5,210.5,65.5171733211988,FALSE,"CG1648 RNAi"
"100",23,9,329,505,0.903,0.903,-9807570,"CG1648_2",327.5,577.5,210.5,72.5155155811499,FALSE,"CG1648 RNAi"
"101",23,10,327,494,1.442,1.442,-10466013,"CG1648_2",327.5,577.5,210.5,83.5014969925689,FALSE,"CG1648 RNAi"
"102",23,11,324,486,1.102,1.102,-9084875,"CG1648_2",327.5,577.5,210.5,91.5669154225477,FALSE,"CG1648 RNAi"
"103",23,12,323,474,1.553,1.553,-10462656,"CG1648_2",327.5,577.5,210.5,103.597779898992,FALSE,"CG1648 RNAi"
"104",23,13,320,459,1.973,1.973,-10002616,"CG1648_2",327.5,577.5,210.5,118.73710456298,FALSE,"CG1648 RNAi"
"105",23,14,315,447,1.677,1.677,-12041676,"CG1648_2",327.5,577.5,210.5,131.097292115436,FALSE,"CG1648 RNAi"
"106",23,15,312,433,1.847,1.847,-8098493,"CG1648_2",327.5,577.5,210.5,145.328937242381,FALSE,"CG1648 RNAi"
"107",23,16,304,422,1.755,1.755,-9743058,"CG1648_2",327.5,577.5,210.5,157.265698739426,FALSE,"CG1648 RNAi"
"108",23,17,298,410,1.731,1.731,-7440305,"CG1648_2",327.5,577.5,210.5,170.077923317519,FALSE,"CG1648 RNAi"
"109",23,18,293,404,1.008,1.008,-7966649,"CG1648_2",327.5,577.5,210.5,176.896862606435,FALSE,"CG1648 RNAi"
"110",23,19,280,393,2.197,2.197,-12105674,"CG1648_2",327.5,577.5,210.5,190.516403493243,FALSE,"CG1648 RNAi"
"111",23,20,277,385,1.102,1.102,-12304078,"CG1648_2",327.5,577.5,210.5,199.013818615693,FALSE,"CG1648 RNAi"
"112",23,21,271,381,0.93,0.93,-11776958,"CG1648_2",327.5,577.5,210.5,204.461487816166,FALSE,"CG1648 RNAi"
"113",23,22,261,376,1.442,1.442,-10462646,"CG1648_2",327.5,577.5,210.5,212.189773551884,TRUE,"CG1648 RNAi"
"114",23,23,249,363,2.282,2.282,-11908811,"CG1648_2",327.5,577.5,210.5,228.413003132484,TRUE,"CG1648 RNAi"
"115",23,24,247,373,1.316,1.316,-11251390,"CG1648_2",327.5,577.5,210.5,219.773747294803,TRUE,"CG1648 RNAi"
"116",23,25,239,375,1.064,1.064,-11513537,"CG1648_2",327.5,577.5,210.5,220.994343819022,TRUE,"CG1648 RNAi"
"117",23,26,233,377,0.816,0.816,-11448258,"CG1648_2",327.5,577.5,210.5,221.65400966371,TRUE,"CG1648 RNAi"
"118",23,27,227,374,0.865,0.865,-11055042,"CG1648_2",327.5,577.5,210.5,226.96365347782,TRUE,"CG1648 RNAi"
"119",23,28,221,375,0.785,0.785,-10068407,"CG1648_2",327.5,577.5,210.5,228.797945794974,TRUE,"CG1648 RNAi"
"120",23,29,243,392,3.587,3.587,-12500681,"CG1648_2",327.5,577.5,210.5,203.839397565829,FALSE,"CG1648 RNAi"
"121",23,30,238,397,0.912,0.912,-12039620,"CG1648_2",327.5,577.5,210.5,201.470841562743,FALSE,"CG1648 RNAi"
"122",23,31,235,403,0.865,0.865,-12895186,"CG1648_2",327.5,577.5,210.5,197.500632910378,FALSE,"CG1648 RNAi"
"123",23,32,233,411,1.064,1.064,-12238026,"CG1648_2",327.5,577.5,210.5,191.448426475644,FALSE,"CG1648 RNAi"
"124",23,33,229,421,1.389,1.389,-11909841,"CG1648_2",327.5,577.5,210.5,184.917549194229,FALSE,"CG1648 RNAi"
"125",23,34,235,417,0.93,0.93,-12173523,"CG1648_2",327.5,577.5,210.5,185.247132231514,FALSE,"CG1648 RNAi"
"126",23,35,220,393,3.651,3.651,-11055300,"CG1648_2",327.5,577.5,210.5,213.533369757516,TRUE,"CG1648 RNAi"
"127",23,36,214,401,1.29,1.29,-12304080,"CG1648_2",327.5,577.5,210.5,209.843989668515,FALSE,"CG1648 RNAi"
"128",23,37,206,401,1.032,1.032,-12700897,"CG1648_2",327.5,577.5,210.5,214.276690286181,TRUE,"CG1648 RNAi"
"129",23,38,199,403,0.939,0.939,-10727105,"CG1648_2",327.5,577.5,210.5,216.708329327693,TRUE,"CG1648 RNAi"
"130",23,39,190,406,1.224,1.224,-11055555,"CG1648_2",327.5,577.5,210.5,219.814694686229,TRUE,"CG1648 RNAi"
"131",23,40,183,409,0.982,0.982,-10331832,"CG1648_2",327.5,577.5,210.5,221.974097587984,TRUE,"CG1648 RNAi"
"132",23,41,181,413,0.577,0.577,-10332349,"CG1648_2",327.5,577.5,210.5,220.278233150713,TRUE,"CG1648 RNAi"
"133",23,42,199,423,2.656,2.656,-12763342,"CG1648_2",327.5,577.5,210.5,200.953974830059,FALSE,"CG1648 RNAi"
"134",23,43,197,428,0.695,0.695,-12566223,"CG1648_2",327.5,577.5,210.5,198.445206543267,FALSE,"CG1648 RNAi"
"135",23,44,197,434,0.774,0.774,-11776447,"CG1648_2",327.5,577.5,210.5,193.96520306488,FALSE,"CG1648 RNAi"
"136",23,45,197,442,1.032,1.032,-12302789,"CG1648_2",327.5,577.5,210.5,188.123629563115,FALSE,"CG1648 RNAi"
"137",23,46,193,453,1.51,1.51,-10595018,"CG1648_2",327.5,577.5,210.5,183.277112591835,FALSE,"CG1648 RNAi"
"138",23,47,194,463,1.296,1.296,-6979234,"CG1648_2",327.5,577.5,210.5,175.876377037964,FALSE,"CG1648 RNAi"
"139",24,2,326,559,2.694,2.694,-13092820,"CG1648_3",327.5,577.5,210.5,18.5607111932706,FALSE,"CG1648 RNAi"
"140",24,3,326,559,0,0,-12566221,"CG1648_3",327.5,577.5,210.5,18.5607111932706,FALSE,"CG1648 RNAi"
"141",24,4,326,559,0,0,-11776707,"CG1648_3",327.5,577.5,210.5,18.5607111932706,FALSE,"CG1648 RNAi"
"142",24,5,328,557,0.365,0.365,-12895956,"CG1648_3",327.5,577.5,210.5,20.5060966544099,FALSE,"CG1648 RNAi"
"143",24,6,327,551,0.785,0.785,-11974853,"CG1648_3",327.5,577.5,210.5,26.5047165613971,FALSE,"CG1648 RNAi"
"144",24,7,326,548,0.408,0.408,-12304080,"CG1648_3",327.5,577.5,210.5,29.5381109754839,FALSE,"CG1648 RNAi"
"145",24,8,326,540,1.032,1.032,-13224151,"CG1648_3",327.5,577.5,210.5,37.5299880095904,FALSE,"CG1648 RNAi"
"146",24,9,326,534,0.774,0.774,-13026774,"CG1648_3",327.5,577.5,210.5,43.5258543856407,FALSE,"CG1648 RNAi"
"147",24,10,326,524,1.29,1.29,-12829648,"CG1648_3",327.5,577.5,210.5,53.5210239064986,FALSE,"CG1648 RNAi"
"148",24,11,327,518,0.785,0.785,-8556474,"CG1648_3",327.5,577.5,210.5,59.502100803249,FALSE,"CG1648 RNAi"
"149",24,12,324,513,0.752,0.752,-10991328,"CG1648_3",327.5,577.5,210.5,64.5948914388746,FALSE,"CG1648 RNAi"
"150",24,13,322,507,0.816,0.816,-10399707,"CG1648_3",327.5,577.5,210.5,70.7142135641768,FALSE,"CG1648 RNAi"
"151",24,14,324,499,1.064,1.064,-9083847,"CG1648_3",327.5,577.5,210.5,78.5779867392898,FALSE,"CG1648 RNAi"
"152",24,15,322,492,0.939,0.939,-10136536,"CG1648_3",327.5,577.5,210.5,85.6767179576809,FALSE,"CG1648 RNAi"
"153",24,16,318,487,0.826,0.826,-11979250,"CG1648_3",327.5,577.5,210.5,90.9972527057823,FALSE,"CG1648 RNAi"
"154",24,17,314,481,0.93,0.93,-10531545,"CG1648_3",327.5,577.5,210.5,97.4397249585609,FALSE,"CG1648 RNAi"
"155",24,18,311,474,0.982,0.982,-10791619,"CG1648_3",327.5,577.5,210.5,104.806965417381,FALSE,"CG1648 RNAi"
"156",24,19,306,469,0.912,0.912,-12173521,"CG1648_3",327.5,577.5,210.5,110.609674079621,FALSE,"CG1648 RNAi"
"157",24,20,302,462,1.04,1.04,-11646150,"CG1648_3",327.5,577.5,210.5,118.281444022298,FALSE,"CG1648 RNAi"
"158",24,21,300,453,1.189,1.189,-12568022,"CG1648_3",327.5,577.5,210.5,127.500980388388,FALSE,"CG1648 RNAi"
"159",24,22,296,446,1.04,1.04,-11843529,"CG1648_3",327.5,577.5,210.5,135.220190800043,FALSE,"CG1648 RNAi"
"160",24,23,295,439,0.912,0.912,-11122401,"CG1648_3",327.5,577.5,210.5,142.262082087955,FALSE,"CG1648 RNAi"
"161",24,24,290,432,1.11,1.11,-11717110,"CG1648_3",327.5,577.5,210.5,150.254783617694,FALSE,"CG1648 RNAi"
"162",24,25,293,429,0.547,0.547,-10269402,"CG1648_3",327.5,577.5,210.5,152.454911367263,FALSE,"CG1648 RNAi"
"163",24,26,295,425,0.577,0.577,-9940696,"CG1648_3",327.5,577.5,210.5,155.924661295127,FALSE,"CG1648 RNAi"
"164",24,27,294,417,1.04,1.04,-9348047,"CG1648_3",327.5,577.5,210.5,163.958836297407,FALSE,"CG1648 RNAi"
"165",24,28,290,409,1.154,1.154,-7309490,"CG1648_3",327.5,577.5,210.5,172.622420328299,FALSE,"CG1648 RNAi"
"166",24,29,290,403,0.774,0.774,-10071507,"CG1648_3",327.5,577.5,210.5,178.483892830698,FALSE,"CG1648 RNAi"
"167",24,30,288,396,0.939,0.939,-10331581,"CG1648_3",327.5,577.5,210.5,185.748485861931,FALSE,"CG1648 RNAi"
"168",24,31,282,399,0.865,0.865,-10199743,"CG1648_3",327.5,577.5,210.5,184.207763137171,FALSE,"CG1648 RNAi"
"169",24,32,276,397,0.816,0.816,-10593981,"CG1648_3",327.5,577.5,210.5,187.703223200882,FALSE,"CG1648 RNAi"
"170",24,33,272,393,0.73,0.73,-10922176,"CG1648_3",327.5,577.5,210.5,192.66681084193,FALSE,"CG1648 RNAi"
"171",24,34,268,390,0.645,0.645,-11317185,"CG1648_3",327.5,577.5,210.5,196.714259777984,FALSE,"CG1648 RNAi"
"172",24,35,263,386,0.826,0.826,-12303053,"CG1648_3",327.5,577.5,210.5,202.070532240602,FALSE,"CG1648 RNAi"
"173",24,36,256,383,0.982,0.982,-11054015,"CG1648_3",327.5,577.5,210.5,207.225722341605,FALSE,"CG1648 RNAi"
"174",24,37,254,379,0.577,0.577,-10067894,"CG1648_3",327.5,577.5,210.5,211.670734869041,TRUE,"CG1648 RNAi"
"175",24,38,250,371,1.154,1.154,-12040657,"CG1648_3",327.5,577.5,210.5,220.564049654516,TRUE,"CG1648 RNAi"
"176",24,39,243,371,0.903,0.903,-10856381,"CG1648_3",327.5,577.5,210.5,223.119922911424,TRUE,"CG1648 RNAi"
"177",24,40,240,369,0.465,0.465,-10594240,"CG1648_3",327.5,577.5,210.5,226.116120610628,TRUE,"CG1648 RNAi"
"178",24,41,258,367,2.336,2.336,-10791357,"CG1648_3",327.5,577.5,210.5,221.676566194986,TRUE,"CG1648 RNAi"
"179",24,42,261,362,0.752,0.752,-11120582,"CG1648_3",327.5,577.5,210.5,225.527160226878,TRUE,"CG1648 RNAi"
"180",24,43,262,357,0.658,0.658,-10660031,"CG1648_3",327.5,577.5,210.5,230.022824954394,TRUE,"CG1648 RNAi"
"181",24,44,268,357,0.774,0.774,-11778255,"CG1648_3",327.5,577.5,210.5,228.386733415056,TRUE,"CG1648 RNAi"
"182",24,45,261,354,0.982,0.982,-7569304,"CG1648_3",327.5,577.5,210.5,233.183404212221,TRUE,"CG1648 RNAi"
"183",24,46,258,351,0.547,0.547,-7569556,"CG1648_3",327.5,577.5,210.5,236.922983266715,TRUE,"CG1648 RNAi"
"184",24,47,260,355,0.577,0.577,-8556199,"CG1648_3",327.5,577.5,210.5,232.513440471728,TRUE,"CG1648 RNAi"
"185",28,1,333,579,-1,-1,-13223893,"CG1648_4",327.5,577.5,210.5,5.70087712549569,FALSE,"CG1648 RNAi"
"186",28,2,332,560,2.454,2.454,-12633045,"CG1648_4",327.5,577.5,210.5,18.0693109995927,FALSE,"CG1648 RNAi"
"187",28,3,332,560,0,0,-11777225,"CG1648_4",327.5,577.5,210.5,18.0693109995927,FALSE,"CG1648 RNAi"
"188",28,4,333,558,0.288,0.288,-13092307,"CG1648_4",327.5,577.5,210.5,20.2607995893548,FALSE,"CG1648 RNAi"
"189",28,5,332,559,0.182,0.182,-13289946,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"190",28,6,332,559,0,0,-13158360,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"191",28,7,332,559,0,0,-13026774,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"192",28,8,332,559,0,0,-13092567,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"193",28,9,332,559,0,0,-12830165,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"194",28,10,332,559,0,0,-12830165,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"195",28,11,332,559,0,0,-12698579,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"196",28,12,332,559,0,0,-12632786,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"197",28,13,332,559,0,0,-12632786,"CG1648_4",327.5,577.5,210.5,19.0394327646598,FALSE,"CG1648 RNAi"
"198",28,14,333,559,0.129,0.129,-12960979,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"199",28,15,333,559,0,0,-12171463,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"200",28,16,333,559,0,0,-12238026,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"201",28,17,333,559,0,0,-12697809,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"202",28,18,333,559,0,0,-12763602,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"203",28,19,333,559,0,0,-12501459,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
"204",28,20,333,559,0,0,-11843016,"CG1648_4",327.5,577.5,210.5,19.3002590656188,FALSE,"CG1648 RNAi"
