7.000000000000000000e+00,2.190000000000000000e+02,1.327000000000000000e+03
7.000000000000000000e+00,2.350000000000000000e+02,1.154000000000000000e+03
7.000000000000000000e+00,2.350000000000000000e+02,1.255000000000000000e+03
7.000000000000000000e+00,2.410000000000000000e+02,1.274000000000000000e+03
7.000000000000000000e+00,1.104000000000000000e+03,1.155000000000000000e+03
8.000000000000000000e+00,1.700000000000000000e+01,8.980000000000000000e+02
8.000000000000000000e+00,1.680000000000000000e+02,8.840000000000000000e+02
8.000000000000000000e+00,2.760000000000000000e+02,9.360000000000000000e+02
8.000000000000000000e+00,2.790000000000000000e+02,1.510000000000000000e+02
8.000000000000000000e+00,3.040000000000000000e+02,9.990000000000000000e+02
8.000000000000000000e+00,8.350000000000000000e+02,1.364000000000000000e+03
8.000000000000000000e+00,8.660000000000000000e+02,1.238000000000000000e+03
8.000000000000000000e+00,9.010000000000000000e+02,1.080000000000000000e+03
8.000000000000000000e+00,1.042000000000000000e+03,8.040000000000000000e+02
8.000000000000000000e+00,1.105000000000000000e+03,1.152000000000000000e+03
8.000000000000000000e+00,1.192000000000000000e+03,1.069000000000000000e+03
8.000000000000000000e+00,1.844000000000000000e+03,1.513000000000000000e+03
8.000000000000000000e+00,1.920000000000000000e+03,1.197000000000000000e+03
8.000000000000000000e+00,1.956000000000000000e+03,1.289000000000000000e+03
9.000000000000000000e+00,4.100000000000000000e+01,5.000000000000000000e+00
9.000000000000000000e+00,1.670000000000000000e+02,8.650000000000000000e+02
9.000000000000000000e+00,2.220000000000000000e+02,9.800000000000000000e+02
9.000000000000000000e+00,2.220000000000000000e+02,9.820000000000000000e+02
9.000000000000000000e+00,2.290000000000000000e+02,1.142000000000000000e+03
9.000000000000000000e+00,2.450000000000000000e+02,1.800000000000000000e+01
9.000000000000000000e+00,3.100000000000000000e+02,1.377000000000000000e+03
9.000000000000000000e+00,8.220000000000000000e+02,1.360000000000000000e+03
9.000000000000000000e+00,1.085000000000000000e+03,1.472000000000000000e+03
9.000000000000000000e+00,1.106000000000000000e+03,8.340000000000000000e+02
9.000000000000000000e+00,1.134000000000000000e+03,9.770000000000000000e+02
1.000000000000000000e+01,8.620000000000000000e+02,1.198000000000000000e+03
1.000000000000000000e+01,8.800000000000000000e+02,1.123000000000000000e+03
1.000000000000000000e+01,1.117000000000000000e+03,1.176000000000000000e+03
1.000000000000000000e+01,1.140000000000000000e+03,9.780000000000000000e+02
1.000000000000000000e+01,1.210000000000000000e+03,5.800000000000000000e+02
1.000000000000000000e+01,1.358000000000000000e+03,1.070000000000000000e+03
1.100000000000000000e+01,4.600000000000000000e+01,7.490000000000000000e+02
1.100000000000000000e+01,6.440000000000000000e+02,5.870000000000000000e+02
1.100000000000000000e+01,1.158000000000000000e+03,4.650000000000000000e+02
1.100000000000000000e+01,1.200000000000000000e+03,4.750000000000000000e+02
1.200000000000000000e+01,1.180000000000000000e+02,8.020000000000000000e+02
1.200000000000000000e+01,3.480000000000000000e+02,1.068000000000000000e+03
1.200000000000000000e+01,4.500000000000000000e+02,1.479000000000000000e+03
1.200000000000000000e+01,1.618000000000000000e+03,1.501000000000000000e+03
1.300000000000000000e+01,1.207000000000000000e+03,9.760000000000000000e+02
1.400000000000000000e+01,1.997000000000000000e+03,3.140000000000000000e+02
1.500000000000000000e+01,1.066000000000000000e+03,9.560000000000000000e+02
1.500000000000000000e+01,1.309000000000000000e+03,1.005000000000000000e+03
1.600000000000000000e+01,2.240000000000000000e+02,1.036000000000000000e+03
1.600000000000000000e+01,1.088000000000000000e+03,9.470000000000000000e+02
1.600000000000000000e+01,1.777000000000000000e+03,1.068000000000000000e+03
1.700000000000000000e+01,1.319000000000000000e+03,1.019000000000000000e+03
2.100000000000000000e+01,1.051000000000000000e+03,9.470000000000000000e+02
2.200000000000000000e+01,1.020000000000000000e+02,8.110000000000000000e+02
2.600000000000000000e+01,1.062000000000000000e+03,9.490000000000000000e+02
2.600000000000000000e+01,1.111000000000000000e+03,9.480000000000000000e+02
2.700000000000000000e+01,1.088000000000000000e+03,9.460000000000000000e+02
