 ,Label,Area,Mean,Min,Max,IntDen,RawIntDen
1,MaxProject,3.515,255,255,255,896.376,212160
2,MaxProject,28.591,255,255,255,7290.597,1725585
3,MaxProject,53.696,255,255,255,13692.359,3240795
4,MaxProject,6.971,255,255,255,1777.669,420750
