...1,Label,Area,Mean,Min,Max,IntDen,RawIntDen
841,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C1.tif,39.263,251.597,0,255,9878.452,2338095
842,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C1.tif,82.54,254.569,0,255,21012.046,4973265
843,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,2.091,255,255,255,533.301,126225
844,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,4.128,255,255,255,1052.595,249135
845,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,87.948,251.251,0,255,22096.962,5230050
846,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,8.091,255,255,255,2063.173,488325
847,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,3.228,255,255,255,823.115,194820
848,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,4.339,255,255,255,1106.464,261885
849,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,209.421,242.694,0,255,50825.168,12029625
850,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,14.513,255,255,255,3700.783,875925
851,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,5.408,255,255,255,1379.04,326400
852,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,29.216,254.742,0,255,7442.507,1761540
853,MAX_20220729_Mdr_GFP_lac_KK_L1_S2R_C3.tif,5.974,255,255,255,1523.408,360570
854,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C1.tif,2.396,255,255,255,610.872,144585
855,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C1.tif,97.927,241.369,0,255,23636.531,5594445
856,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C1.tif,92.633,253.918,0,255,23521.252,5567160
857,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,35.997,218.127,0,255,7851.909,1858440
858,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,67.68,248.855,0,255,16842.604,3986415
859,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,5.949,255,255,255,1516.944,359040
860,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,66.932,246.759,0,255,16516.16,3909150
861,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,12.878,254.916,0,255,3282.762,776985
862,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,77.068,254.189,0,255,19589.911,4636665
863,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,31.937,251.255,0,255,8024.289,1899240
864,MAX_20220729_Mdr_GFP_lac_KK_L1_S3L_C3.tif,20.8,255,255,255,5303.917,1255365
865,MAX_20220729_Mdr_GFP_lac_KK_L1_S3R_C1.tif,192.149,254.507,0,255,48903.131,11574705
866,MAX_20220729_Mdr_GFP_lac_KK_L1_S3R_C1.tif,3.456,255,255,255,881.293,208590
867,MAX_20220729_Mdr_GFP_lac_KK_L1_S3R_C3.tif,467.04,247.085,0,255,115398.719,27313305
868,MAX_20220729_Mdr_GFP_lac_KK_L1_S3R_C3.tif,5.4,250.211,0,255,1351.028,319770
869,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C1.tif,2.32,255,255,255,591.479,139995
870,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C1.tif,3.342,255,255,255,852.204,201705
871,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C1.tif,12.789,254.916,0,255,3260.137,771630
872,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C3.tif,83.085,250.812,0,255,20838.588,4932210
873,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C3.tif,17.183,250.799,0,255,4309.5,1020000
874,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C3.tif,162.122,252.202,0,255,40887.461,9677505
875,MAX_20220729_Mdr_GFP_lac_KK_L1_S4R_C3.tif,4.394,255,255,255,1120.47,265200
876,MAX_20220729_Mdr_GFP_lac_KK_L1_S5L_C1.tif,2.552,255,255,255,650.735,154020
877,MAX_20220729_Mdr_GFP_lac_KK_L1_S5L_C1.tif,143.291,254.714,0,255,36498.235,8638635
878,MAX_20220729_Mdr_GFP_lac_KK_L1_S5L_C3.tif,331.785,237.718,0,255,78871.396,18667785
879,MAX_20220729_Mdr_GFP_lac_KK_L1_S5L_C3.tif,17.728,255,255,255,4520.666,1069980
880,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C1.tif,398.27,224.091,0,255,89248.672,21123945
881,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C1.tif,4.259,255,255,255,1085.994,257040
882,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C1.tif,5.493,255,255,255,1400.588,331500
883,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C1.tif,6.253,255,255,255,1594.515,377400
884,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C3.tif,675.759,231.221,0,255,156249.549,36982140
885,MAX_20220729_Mdr_GFP_lac_KK_L2_S2L_C3.tif,8.437,255,255,255,2151.518,509235
886,MAX_20220729_Mdr_GFP_lac_KK_L2_S3R_C1.tif,9.565,255,255,255,2439.177,577320
887,MAX_20220729_Mdr_GFP_lac_KK_L2_S3R_C1.tif,187.556,254.449,0,255,47723.405,11295480
888,MAX_20220729_Mdr_GFP_lac_KK_L2_S3R_C3.tif,21.983,255,255,255,5605.582,1326765
889,MAX_20220729_Mdr_GFP_lac_KK_L2_S3R_C3.tif,212.192,253.045,0,255,53694.218,12708690
890,MAX_20220729_Mdr_GFP_lac_KK_L2_S3R_C3.tif,3.05,255,255,255,777.865,184110
891,MAX_20220729_Mdr_GFP_lac_KK_L2_S4R_C1.tif,2.074,255,255,255,528.991,125205
892,MAX_20220729_Mdr_GFP_lac_KK_L2_S4R_C1.tif,46.809,255,255,255,11936.238,2825145
893,MAX_20220729_Mdr_GFP_lac_KK_L2_S4R_C3.tif,62.636,254.553,0,255,15944.073,3773745
894,MAX_20220729_Mdr_GFP_lac_KK_L2_S4R_C3.tif,131.169,251.205,0,255,32950.439,7798920
895,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C1.tif,64.748,254.667,0,255,16489.225,3902775
896,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,7.106,255,255,255,1812.145,428910
897,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,136.898,254.3,0,255,34813.22,8239815
898,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,7.212,255,255,255,1839.079,435285
899,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,5.404,254.801,0,255,1376.885,325890
900,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,8.974,254.88,0,255,2287.267,541365
901,MAX_20220729_Mdr_GFP_lac_KK_L2_S5L_C3.tif,9.037,255,255,255,2304.505,545445
902,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C1.tif,6.185,255,255,255,1577.277,373320
903,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C1.tif,217.896,249.868,0,255,54445.148,12886425
904,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C1.tif,4.99,255,255,255,1272.38,301155
905,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C1.tif,109.047,255,255,255,27807.05,6581550
906,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,3.874,252.775,0,255,979.334,231795
907,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,598.399,246.657,0,255,147599.305,34934745
908,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,22.633,255,255,255,5771.498,1366035
909,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,10.203,255,255,255,2601.861,615825
910,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,4.753,254.773,0,255,1210.97,286620
911,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,4.55,254.763,0,255,1159.256,274380
912,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,2.227,255,255,255,567.777,134385
913,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,3.127,255,255,255,797.258,188700
914,MAX_20220729_Mdr_GFP_lac_KK_L3_S2L_C3.tif,114.155,223.364,0,255,25498.235,6035085
915,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C1.tif,391.924,245.821,0,255,96343.187,22803120
916,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C1.tif,6.566,255,255,255,1674.241,396270
917,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C1.tif,2.125,255,255,255,541.92,128265
918,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,609.182,245.524,0,255,149568.747,35400885
919,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,8.949,255,255,255,2281.88,540090
920,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,11.522,254.158,0,255,2928.305,693090
921,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,4.635,255,255,255,1181.88,279735
922,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,57.929,255,255,255,14771.889,3496305
923,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,3.536,255,255,255,901.763,213435
924,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,8.999,255,255,255,2294.809,543150
925,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,8.429,255,255,255,2149.363,508725
926,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,3.067,239.194,0,255,733.692,173655
927,MAX_20220729_Mdr_GFP_lac_KK_L3_S2R_C3.tif,3.617,255,255,255,922.233,218280
928,MAX_20220729_Mdr_GFP_lac_KK_L3_S3L_C1.tif,137.118,255,255,255,34965.13,8275770
929,MAX_20220729_Mdr_GFP_lac_KK_L3_S3L_C3.tif,495.55,235.059,0,255,116483.636,27570090
930,MAX_20220729_Mdr_GFP_lac_KK_L3_S3L_C3.tif,5.594,255,255,255,1426.445,337620
931,MAX_20220729_Mdr_GFP_lac_KK_L3_S3L_C3.tif,18.231,241.231,0,255,4397.845,1040910
932,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C1.tif,82.197,255,255,255,20960.332,4961025
933,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C1.tif,3.604,255,255,255,919.001,217515
934,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C1.tif,2.227,255,255,255,567.777,134385
935,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C1.tif,56.539,253.361,0,255,14324.779,3390480
936,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,5.569,255,255,255,1419.98,336090
937,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,377.216,251.398,0,255,94831.63,22445355
938,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,7.685,255,255,255,1959.745,463845
939,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,2.129,255,255,255,542.997,128520
940,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,2.155,255,255,255,549.461,130050
941,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,6.308,255,255,255,1608.521,380715
942,MAX_20220729_Mdr_GFP_lac_KK_L3_S3R_C3.tif,2.696,255,255,255,687.365,162690
943,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,3.405,255,255,255,868.364,205530
944,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,19.465,254.668,0,255,4957.003,1173255
945,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,29.626,255,255,255,7554.554,1788060
946,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,5.577,255,255,255,1422.135,336600
947,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,3.663,254.706,0,255,933.007,220830
948,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C1.tif,31.742,254.932,0,255,8092.164,1915305
949,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C3.tif,5.315,255,255,255,1355.338,320790
950,MAX_20220729_Mdr_GFP_lac_KK_L3_S4L_C3.tif,408.042,247.673,0,255,101061.012,23919765
951,MAX_20220729_Mdr_GFP_lac_KK_L3_S4R_C1.tif,50.92,254.683,0,255,12968.364,3069435
952,MAX_20220729_Mdr_GFP_lac_KK_L3_S4R_C3.tif,315.312,254.04,0,255,80101.758,18958995
953,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C1.tif,29.913,255,255,255,7627.815,1805400
954,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C1.tif,51.173,255,255,255,13049.167,3088560
955,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C1.tif,35.131,253.865,0,255,8918.511,2110890
956,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C3.tif,38.312,255,255,255,9769.637,2312340
957,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C3.tif,289.928,228.185,0,255,66157.293,15658530
958,MAX_20220729_Mdr_GFP_lac_KK_L3_S5L_C3.tif,15.037,255,255,255,3834.378,907545
959,MAX_20220729_Mdr_GFP_lac_KK_L3_S5R_C1.tif,51.891,254.792,0,255,13221.547,3129360
960,MAX_20220729_Mdr_GFP_lac_KK_L3_S5R_C3.tif,9.625,255,255,255,2454.26,580890
961,MAX_20220729_Mdr_GFP_lac_KK_L3_S5R_C3.tif,211.178,253.179,0,255,53465.814,12654630
962,MAX_20220729_Mdr_GFP_lac_KK_L3_S5R_C3.tif,53.548,254.94,0,255,13651.419,3231105
963,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,3.122,255,255,255,796.18,188445
964,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,164.5,246.368,0,255,40527.617,9592335
965,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,4.812,255,255,255,1227.13,290445
966,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,2.991,255,255,255,762.782,180540
967,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,6.76,254.203,0,255,1718.413,406725
968,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,113.31,253.127,0,255,28681.879,6788610
969,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,54.308,234.249,0,255,12721.645,3011040
970,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,2.569,255,255,255,655.044,155040
971,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C1.tif,6.832,255,255,255,1742.115,412335
972,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,26.178,252.695,0,255,6615.083,1565700
973,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,329.157,254.892,0,255,83899.505,19857870
974,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,2.801,255,255,255,714.3,169065
975,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,3.372,255,255,255,859.745,203490
976,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,190.252,250.232,0,255,47607.049,11267940
977,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,10.706,255,255,255,2730.068,646170
978,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,47.32,255,255,255,12066.601,2856000
979,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,24.306,255,255,255,6198.139,1467015
980,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,21.767,255,255,255,5550.636,1313760
981,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,44.73,252.688,0,255,11302.742,2675205
982,MAX_20220729_Mdr_GFP_lac_KK_L4_S2L_C3.tif,17.58,255,255,255,4482.958,1061055
983,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C1.tif,43.349,249.905,0,255,10833.006,2564025
984,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C1.tif,82.417,254.725,0,255,20993.73,4968930
985,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C1.tif,148.433,235.265,0,255,34920.958,8265315
986,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,5.809,255,255,255,1481.391,350625
987,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,46.585,253.635,0,255,11815.572,2796585
988,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,3.405,245.509,0,255,836.043,197880
989,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,37.78,247.529,0,255,9351.615,2213400
990,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,5.383,255,255,255,1372.576,324870
991,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,103.884,252.096,0,255,26188.833,6198540
992,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,11.023,246.204,0,255,2713.908,642345
993,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,161.099,251.456,0,255,40509.302,9588000
994,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,9.532,255,255,255,2430.558,575280
995,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,56.881,250.473,0,255,14247.208,3372120
996,MAX_20220729_Mdr_GFP_lac_KK_L4_S2R_C3.tif,89.857,250.48,0,255,22507.442,5327205
997,MAX_20220729_Mdr_GFP_lac_KK_L4_S3L_C1.tif,157.546,250.008,0,255,39387.755,9322545
998,MAX_20220729_Mdr_GFP_lac_KK_L4_S3L_C3.tif,38.545,255,255,255,9828.893,2326365
999,MAX_20220729_Mdr_GFP_lac_KK_L4_S3L_C3.tif,278.613,250.572,0,255,69812.826,16523745
1000,MAX_20220729_Mdr_GFP_lac_KK_L4_S3L_C3.tif,3.088,255,255,255,787.561,186405
1001,MAX_20220729_Mdr_GFP_lac_KK_L4_S3L_C3.tif,3.57,255,255,255,910.382,215475
1002,MAX_20220729_Mdr_GFP_lac_KK_L4_S3R_C1.tif,80.013,255,255,255,20403.329,4829190
1003,MAX_20220729_Mdr_GFP_lac_KK_L4_S3R_C3.tif,146.713,225.399,0,255,33068.95,7826970
1004,MAX_20220729_Mdr_GFP_lac_KK_L4_S3R_C3.tif,107.218,253.573,0,255,27187.559,6434925
1005,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C1.tif,63.705,255,255,255,16244.661,3844890
1006,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,3.363,255,255,255,857.591,202980
1007,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,9.012,253.087,0,255,2280.803,539835
1008,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,37.881,254.289,0,255,9632.81,2279955
1009,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,84.872,252.36,0,255,21418.216,5069400
1010,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,4.88,255,255,255,1244.368,294525
1011,MAX_20220729_Mdr_GFP_lac_KK_L4_S4L_C3.tif,3.05,255,255,255,777.865,184110
1012,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C1.tif,91.721,254.648,0,255,23356.414,5528145
1013,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C1.tif,58.466,255,255,255,14908.716,3528690
1014,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,10.165,255,255,255,2592.164,613530
1015,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,180.323,254.671,0,255,45923.112,10869375
1016,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,4.128,255,255,255,1052.595,249135
1017,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,2.003,254.462,0,255,509.598,120615
1018,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,2.573,255,255,255,656.121,155295
1019,MAX_20220729_Mdr_GFP_lac_KK_L4_S4R_C3.tif,91.416,253.22,0,255,23148.48,5478930
1020,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C1.tif,23.022,255,255,255,5870.617,1389495
1021,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C1.tif,31.138,253.512,0,255,7893.927,1868385
1022,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C1.tif,2.653,255,255,255,676.592,160140
1023,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C3.tif,96.36,253.893,0,255,24465.033,5790540
1024,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C3.tif,2.062,255,255,255,525.759,124440
1025,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C3.tif,97.521,253.873,0,255,24758.079,5859900
1026,MAX_20220729_Mdr_GFP_lac_KK_L4_S5R_C3.tif,29.702,254.492,0,255,7558.863,1789080
1027,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,210.988,252.483,0,255,53270.81,12608475
1028,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,7.96,255,255,255,2029.775,480420
1029,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,199.674,251.261,0,255,50170.124,11874585
1030,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,3.312,255,255,255,844.662,199920
1031,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,3.739,255,255,255,953.477,225675
1032,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,3.19,255,255,255,813.418,192525
1033,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,3.617,255,255,255,922.233,218280
1034,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C1.tif,5.311,255,255,255,1354.26,320535
1035,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,9.058,251.551,0,255,2278.648,539325
1036,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,3.591,255,255,255,915.769,216750
1037,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,335.659,249.794,0,255,83845.636,19845120
1038,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,2.691,255,255,255,686.288,162435
1039,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,448.374,250.007,0,255,112096.565,26531730
1040,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,2.915,255,255,255,743.389,175950
1041,MAX_20220729_Mdr_GFP_lac_KK_L5_S2L_C3.tif,4.043,252.069,0,255,1019.197,241230
1042,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C1.tif,18.594,244.744,0,255,4550.832,1077120
1043,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C1.tif,332.854,247.063,0,255,82236.038,19464150
1044,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C1.tif,16.828,255,255,255,4291.185,1015665
1045,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,620.015,243.841,0,255,151184.809,35783385
1046,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,5.89,255,255,255,1501.861,355470
1047,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,3.384,255,255,255,862.977,204255
1048,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,2.852,255,255,255,727.228,172125
1049,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,6.806,254.842,0,255,1734.574,410550
1050,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,4.719,255,255,255,1203.428,284835
1051,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,2.256,255,255,255,575.318,136170
1052,MAX_20220729_Mdr_GFP_lac_KK_L5_S2R_C3.tif,14.855,255,255,255,3788.051,896580
1053,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C1.tif,175.904,247.595,0,255,43552.887,10308375
1054,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C1.tif,4.529,255,255,255,1154.946,273360
1055,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C1.tif,3.617,255,255,255,922.233,218280
1056,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C1.tif,2.214,255,255,255,564.545,133620
1057,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C1.tif,2.167,255,255,255,552.693,130815
1058,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C3.tif,445.712,248.66,0,255,110830.649,26232105
1059,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C3.tif,2.193,255,255,255,559.158,132345
1060,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C3.tif,3.828,255,255,255,976.102,231030
1061,MAX_20220729_Mdr_GFP_lac_KK_L5_S3L_C3.tif,2.903,255,255,255,740.157,175185
1062,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C1.tif,75.949,255,255,255,19366.894,4583880
1063,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C1.tif,5.535,255,255,255,1411.361,334050
1064,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C1.tif,73.076,243.353,0,255,17783.153,4209030
1065,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C3.tif,252.456,242.569,0,255,61237.998,14494200
1066,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C3.tif,2.138,255,255,255,545.152,129030
1067,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C3.tif,2.776,255,255,255,707.835,167535
1068,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C3.tif,7.009,255,255,255,1787.365,423045
1069,MAX_20220729_Mdr_GFP_lac_KK_L5_S3R_C3.tif,146.629,253.332,0,255,37145.737,8791890
1070,MAX_20220729_Mdr_GFP_lac_KK_L5_S4L_C1.tif,37.793,255,255,255,9637.12,2280975
1071,MAX_20220729_Mdr_GFP_lac_KK_L5_S4L_C3.tif,81.965,254.737,0,255,20879.529,4941900
1072,MAX_20220729_Mdr_GFP_lac_KK_L5_S4L_C3.tif,50.911,254.492,0,255,12956.512,3066630
1073,MAX_20220729_Mdr_GFP_lac_KK_L5_S4L_C3.tif,2.066,255,255,255,526.836,124695
1074,MAX_20220729_Mdr_GFP_lac_KK_L5_S4R_C1.tif,81.619,254.71,0,255,20789.029,4920480
1075,MAX_20220729_Mdr_GFP_lac_KK_L5_S4R_C3.tif,151.352,252.986,0,255,38289.909,9062700
1076,MAX_20220729_Mdr_GFP_lac_KK_L5_S4R_C3.tif,4.791,255,255,255,1221.743,289170
1077,MAX_20220729_Mdr_GFP_lac_KK_L5_S4R_C3.tif,55.064,254.746,0,255,14027.423,3320100
1078,MAX_20220729_Mdr_GFP_lac_KK_L5_S5L_C1.tif,62.289,255,255,255,15883.74,3759465
1079,MAX_20220729_Mdr_GFP_lac_KK_L5_S5L_C3.tif,270.349,252.888,0,255,68368.066,16181790
1080,MAX_20220729_Mdr_GFP_lac_KK_L5_S5R_C1.tif,103.698,252.943,0,255,26229.773,6208230
1081,MAX_20220729_Mdr_GFP_lac_KK_L5_S5R_C3.tif,205.707,254.434,0,255,52338.88,12387900
1082,MAX_20220729_Mdr_GFP_lac_KK_L5_S5R_C3.tif,3.321,251.431,0,255,834.966,197625
